Size,Instance_Name,Optimal_Cost,CW_cost,APX,Execution_time
mid_large,Golden_10.vrp,741.56,813.5437215290533,1.0970706639099377,0.6830669000046328
mid_large,Golden_11.vrp,918.45,1019.7040353438787,1.1102444720386289,1.2500858000130393
mid_large,Golden_12.vrp,1107.19,1238.71002085995,1.1187872188693448,2.1785133000230417
mid_large,Golden_13.vrp,859.11,947.9273923894507,1.1033830270738911,0.2581919999793172
mid_large,Golden_14.vrp,1081.31,1181.3493644330738,1.092516821663606,0.47937400004593655
mid_large,Golden_15.vrp,1345.23,1446.8891259035786,1.0755700704738806,0.8298743999912404
mid_large,Golden_16.vrp,1622.69,1769.432405807954,1.0904315709149337,1.4090682999812998
mid_large,Golden_18.vrp,997.52,1076.6373602416782,1.0793140591082666,0.3765317000215873
mid_large,Golden_19.vrp,1366.86,1459.8411293825488,1.0680253496206993,0.6441297000274062
mid_large,Golden_2.vrp,8447.92,8898.461856654338,1.0533316907184653,0.4060749000054784
mid_large,Golden_20.vrp,1820.09,1958.1072808888907,1.0758299209868143,1.0423595000174828
mid_large,Golden_3.vrp,11036.22,12985.659319409691,1.1766401285412662,0.7502959000412375
mid_large,Golden_4.vrp,13624.52,16999.22800923392,1.2476937175940084,1.2722996000084095
mid_large,Golden_6.vrp,8412.8,10560.394959936955,1.2552770730240772,0.291051099949982
mid_large,Golden_7.vrp,10181.75,11990.558779205836,1.1776520518777063,0.5575117999687791
mid_large,Golden_8.vrp,11663.55,13002.549221109099,1.1148020303517454,0.9852369999862276
mid_large,Golden_9.vrp,585.43,645.2476166408602,1.102177231506517,0.36508719995617867
mid_large,Loggi-n401-k23.vrp,336903.0,347633.0,1.0318489298106577,1.3552733999677002
mid_large,ORTEC-n323-k21.vrp,214071.0,230773.0,1.0780208435519056,0.4945433000102639
mid_large,ORTEC-n405-k18.vrp,200986.0,215135.0,1.0703979381648474,0.7920441000023857
mid_large,ORTEC-n455-k41.vrp,292485.0,305284.0,1.0437595090346514,1.4885326999938115
mid_large,tai385.vrp,24431.44,25722.35544998037,1.05283828746813,1.0999279999523424
mid_large,X-n251-k28.vrp,38684.0,41120.6370468094,1.062988239241273,0.38331349997315556
mid_large,X-n256-k16.vrp,18839.0,20952.328215184614,1.1121783648380814,0.21418299997458234
mid_large,X-n261-k13.vrp,26558.0,28915.371815183425,1.0887631529175172,0.3979366000276059
mid_large,X-n266-k58.vrp,75478.0,78995.4721637419,1.0466026148512402,0.6096348999999464
mid_large,X-n270-k35.vrp,35291.0,37252.9512968788,1.0555935308401234,0.3727970999898389
mid_large,X-n275-k28.vrp,21245.0,22587.63617856428,1.0631977490498603,0.3920983000425622
mid_large,X-n280-k17.vrp,33503.0,35422.2610144377,1.0572862434539505,0.5069704999914393
mid_large,X-n284-k15.vrp,20226.0,22052.083691655906,1.0902839756578615,0.49754070001654327
mid_large,X-n289-k60.vrp,95151.0,98423.19473256421,1.0343894938840812,0.7480096000363119
mid_large,X-n294-k50.vrp,47161.0,48533.5697205702,1.029103914687352,0.5351453999755904
mid_large,X-n298-k31.vrp,34231.0,36221.06425749709,1.0581363167157574,0.5202179999905638
mid_large,X-n303-k21.vrp,21736.0,23666.160179964274,1.0888001555007487,0.4052779999910854
mid_large,X-n308-k13.vrp,25859.0,28337.004431702957,1.0958275428942712,0.6543276000302285
mid_large,X-n313-k71.vrp,94043.0,97694.96498807092,1.0388329273637689,1.001825099985581
mid_large,X-n317-k53.vrp,78355.0,79695.44914728528,1.0171073849439765,1.014957899984438
mid_large,X-n322-k28.vrp,29834.0,31760.857068585177,1.064585944512475,0.49914989998796955
mid_large,X-n327-k20.vrp,27532.0,30207.71383644217,1.0971855962676946,0.7681597999762744
mid_large,X-n331-k15.vrp,31102.0,33197.17555754995,1.0673646568564705,0.760533900000155
mid_large,X-n336-k84.vrp,139111.0,144743.60791567207,1.0404900253443083,1.2185563999810256
mid_large,X-n344-k43.vrp,42050.0,44354.507016356365,1.0548039718515188,0.733400699973572
mid_large,X-n351-k40.vrp,25896.0,27276.89629201579,1.0533246946252621,0.8231472999905236
mid_large,X-n359-k29.vrp,51505.0,53580.59042215571,1.040298814137573,1.0697539999964647
mid_large,X-n367-k17.vrp,22814.0,25228.442156267494,1.1058316014845049,0.8390123000135645
mid_large,X-n376-k94.vrp,147713.0,149336.1505839134,1.0109885425379852,1.6789573000278324
mid_large,X-n384-k52.vrp,65928.0,68597.38278337632,1.0404893639026866,1.3854653000016697
mid_large,X-n393-k38.vrp,38260.0,40438.90232715315,1.0569498778659996,1.089714300003834
mid_large,X-n401-k29.vrp,66154.0,68324.09637399418,1.0328037061098978,1.4396784999989904
mid_large,X-n411-k19.vrp,19712.0,22326.032111789602,1.132611206969846,1.1522116999840364
mid_large,X-n420-k130.vrp,107798.0,113531.86777635198,1.0531908548985323,2.243867599987425
mid_large,X-n429-k61.vrp,65449.0,68405.69298523382,1.0451755257564488,1.672115599969402
mid_large,X-n439-k37.vrp,36391.0,38691.97754955656,1.0632293025626272,1.1273244000039995
mid_large,X-n449-k29.vrp,55233.0,57974.94315222293,1.049643205189342,1.8988152999663725
mid_large,X-n459-k26.vrp,24139.0,26479.170943951318,1.0969456457993836,1.5969296999974176
mid_large,X-n469-k138.vrp,221824.0,235493.21862630232,1.061621910281585,3.6089385999948718
mid_large,X-n480-k70.vrp,89449.0,92949.86920218602,1.0391381591989404,2.4627333999960683
mid_large,X-n491-k59.vrp,66483.0,69228.63917623703,1.0412983646381335,2.617244600027334
