Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,Used_truck
mid,X-n247-k50.vrp,247,50,134,37282.91645455028,77916.74139374577,2.0898778530035367,300,50
mid_large,Golden_10.vrp,324,None,1000,735.4274460162404,4113.731808995462,5.593660980806826,300,16
mid_large,Golden_11.vrp,400,None,1000,911.9802546729934,5631.273538765754,6.174775725582948,300,18
mid_large,Golden_12.vrp,484,None,1000,1100.6653917149429,7586.2226059883105,6.892396783883832,300,19
mid_large,Golden_13.vrp,253,None,1000,857.1887449794051,3934.4287438774645,4.589921142714016,300,26
mid_large,Golden_14.vrp,321,None,1000,1080.5525732535093,5653.586374008005,5.2321252236577775,300,30
mid_large,Golden_15.vrp,397,None,1000,1337.2677786614804,7822.984946419867,5.849976400575638,300,33
mid_large,Golden_16.vrp,481,None,1000,1611.2770526552179,10502.462910088314,6.5180987296885675,300,37
mid_large,Golden_18.vrp,301,None,200,995.1332487054715,4576.417856213247,4.598799067528418,300,27
mid_large,Golden_19.vrp,361,None,200,1365.6035342978782,6430.226780184242,4.708706896757064,300,33
mid_large,Golden_2.vrp,321,None,700,8404.611623286655,55619.44017508985,6.617728774163113,300,10
mid_large,Golden_20.vrp,421,None,200,1817.59,8807.721103201151,4.84582392244739,300,38
mid_large,Golden_3.vrp,401,None,900,10997.760007936988,86141.7259551861,7.832661004879028,300,9
mid_large,Golden_4.vrp,481,None,1000,13588.647622235947,124137.05737508876,9.135350391451434,300,10
mid_large,Golden_6.vrp,281,None,900,8400.332070493927,59770.96311034247,7.115309562616853,300,7
mid_large,Golden_7.vrp,361,None,900,10102.681504546768,77511.99025128588,7.672417488010602,300,8
mid_large,Golden_8.vrp,441,None,900,11635.343785727806,95554.98431898013,8.212476234367067,300,10
mid_large,Golden_9.vrp,256,None,1000,579.702137615176,2825.072481591266,4.873317343995436,300,14
mid_large,Loggi-n401-k23.vrp,401,23,100,336903.0,944732.0,2.8041661843319887,300,23
mid_large,ORTEC-n323-k21.vrp,323,21,100,214071.0,880726.0,4.114177072092904,300,21
mid_large,ORTEC-n405-k18.vrp,405,18,160,200986.0,1070498.0,5.326231677828306,300,18
mid_large,ORTEC-n455-k41.vrp,455,41,70,292485.0,1099590.0,3.7594748448638393,300,41
mid_large,tai385.vrp,386,None,65,None,108230.0367048493,None,300,47
mid_large,X-n251-k28.vrp,251,28,69,38690.425121260014,119699.86204706783,3.0937851334513744,300,28
mid_large,X-n256-k16.vrp,256,16,1225,18847.64536111926,119009.67583743816,6.314299402244845,300,16
mid_large,X-n261-k13.vrp,261,13,1081,26564.880001915062,131983.6634644014,4.968351577529682,300,13
mid_large,X-n266-k58.vrp,266,58,35,75489.08620023358,inf,inf,300,0
mid_large,X-n270-k35.vrp,270,35,585,35290.73392868522,inf,inf,300,0
mid_large,X-n275-k28.vrp,275,28,10,21250.145366637433,90283.31103538483,4.248597337932988,300,28
mid_large,X-n280-k17.vrp,280,17,192,33503.46202277754,144846.98004083158,4.32334365751087,300,17
mid_large,X-n284-k15.vrp,284,15,109,20236.988928206607,89437.79011720027,4.4195206329604,300,15
mid_large,X-n289-k60.vrp,289,60,267,95160.55111655206,inf,inf,300,0
mid_large,X-n294-k50.vrp,294,50,285,47172.6649088552,151807.61970185617,3.218126853659247,300,50
mid_large,X-n298-k31.vrp,298,31,55,34246.82220867055,146537.0076586669,4.278849779573619,300,31
mid_large,X-n303-k21.vrp,303,21,794,21752.126168499934,122958.67854266976,5.652719995746017,300,21
mid_large,X-n308-k13.vrp,308,13,246,25876.44143591163,144597.5421725897,5.58799951418032,300,13
mid_large,X-n313-k71.vrp,313,71,248,94050.10805997287,inf,inf,300,0
mid_large,X-n317-k53.vrp,317,53,6,78377.10731781296,182676.49779472026,2.330737941807185,300,53
mid_large,X-n322-k28.vrp,322,28,868,29845.918271150993,158110.84145199388,5.297570006576863,300,28
mid_large,X-n327-k20.vrp,327,20,128,27542.437966140435,149977.9527548697,5.445340493795305,300,20
mid_large,X-n331-k15.vrp,331,15,23,31121.750855683116,166635.34691662824,5.354305022533754,300,15
mid_large,X-n336-k84.vrp,336,84,203,139117.0985790461,256235.51891786404,1.841869342698169,300,84
mid_large,X-n344-k43.vrp,344,43,61,42065.38035936931,inf,inf,300,0
mid_large,X-n351-k40.vrp,351,40,436,25905.70297881667,104835.65190055763,4.046817489812289,300,40
mid_large,X-n359-k29.vrp,359,29,68,51511.60553388114,183635.13865554257,3.5649274906556494,300,29
mid_large,X-n367-k17.vrp,367,17,218,22836.07733743848,135549.6665410553,5.935768413204187,300,17
mid_large,X-n376-k94.vrp,376,94,4,147733.07228503397,268232.827563618,1.8156586295456825,300,94
mid_large,X-n384-k52.vrp,384,52,564,65946.66629170375,inf,inf,300,0
mid_large,X-n393-k38.vrp,393,38,78,38271.134773791055,177131.96023105795,4.628343561747794,300,38
mid_large,X-n401-k29.vrp,401,29,745,66172.17496367855,195082.77145580543,2.9481088019682744,300,29
mid_large,X-n411-k19.vrp,411,19,216,19730.689427603767,160081.54483399194,8.113327485152826,300,19
mid_large,X-n420-k130.vrp,420,130,18,107812.51082907204,222872.49488008922,2.0672229332775247,300,130
mid_large,X-n429-k61.vrp,429,61,536,65463.639441893916,inf,inf,300,0
mid_large,X-n439-k37.vrp,439,37,12,36410.2802975995,205732.22895688773,5.650388496746934,300,37
mid_large,X-n449-k29.vrp,449,29,777,55248.574990554975,231815.36048694586,4.1958613507511435,300,29
mid_large,X-n459-k26.vrp,459,26,1106,24164.500868571657,146028.911874196,6.043117243283149,300,26
mid_large,X-n469-k138.vrp,469,138,256,221832.93170817007,inf,inf,300,0
mid_large,X-n480-k70.vrp,480,70,52,89474.70661308226,inf,inf,300,0
mid_large,X-n491-k59.vrp,491,59,428,66495.82315486456,251854.8762739001,3.787529266121664,300,59
large,Li_21.vrp,561,None,1200,16212.825563177095,169218.07585701405,10.437297015107942,300,10
large,Li_22.vrp,601,None,900,14499.044646698783,132631.34369291886,9.14759192241794,300,14
large,Li_23.vrp,641,None,1400,18801.128566260857,218053.02288536594,11.59786882563359,300,10
large,Li_24.vrp,721,None,1500,21389.430579026408,277282.50999965967,12.96352929897776,300,10
large,Li_25.vrp,761,None,900,16665.74877986879,168146.22051539907,10.089328882630792,300,17
large,Li_26.vrp,801,None,1700,23977.732637558882,336793.86439838976,14.04610975897002,300,10
large,Li_27.vrp,841,None,900,17319.981961476158,187429.6776476672,10.82158619244271,300,19
large,Li_28.vrp,881,None,1800,26566.03412258745,411687.41372626927,15.496758448271246,300,10
large,Li_29.vrp,961,None,2000,29154.336084928324,490320.0729735463,16.81808399084152,300,10
large,Li_30.vrp,1041,None,2100,31742.638701073323,574838.6451684216,18.109352867031323,300,10
large,Li_31.vrp,1121,None,2300,34330.940210281784,668440.6897228078,19.470503447575734,300,10
large,Li_32.vrp,1201,None,2500,37159.41317307494,763903.2769584856,20.557463418501897,300,10
large,Loggi-n1001-k31.vrp,1001,31,180,284356.0,2898206.0,10.192174598039077,300,31
large,Loggi-n501-k24.vrp,501,24,120,177078.0,1216823.0,6.871678017596765,300,24
large,Loggi-n601-k19.vrp,601,19,180,113155.0,1037468.0,9.168556404931289,300,19
large,Loggi-n601-k42.vrp,601,42,80,347059.0,1812176.0,5.221521412785722,300,42
large,Loggi-n901-k42.vrp,901,42,120,246301.0,2065966.0,8.387972440225578,300,42
large,ORTEC-n510-k23.vrp,510,23,145,184529.0,778938.0,4.221222680445892,300,23
large,ORTEC-n701-k64.vrp,701,64,80,445543.0,1846548.0,4.1444888596611325,300,64
large,X-n1001-k43.vrp,1001,43,131,72404.78563198904,525562.364203333,7.258668879631834,300,43
large,X-n502-k39.vrp,502,39,13,69254.03636320303,241956.21174288413,3.4937488765845206,300,39
large,X-n513-k21.vrp,513,21,142,24224.86420176902,209544.3919106908,8.649971787886795,300,21
large,X-n524-k153.vrp,524,153,125,154639.25890297085,inf,inf,300,0
large,X-n536-k96.vrp,536,96,371,94872.74640638653,inf,inf,300,0
large,X-n548-k50.vrp,548,50,11,86722.27757710981,311092.2441813233,3.5872241005745393,300,50
large,X-n561-k42.vrp,561,42,74,42739.652695945704,273958.06121337233,6.409927173773222,300,42
large,X-n573-k30.vrp,573,30,210,50717.884979878174,150148.51024092085,2.9604647413923275,300,30
large,X-n586-k159.vrp,586,159,28,190355.10222372148,inf,inf,300,0
large,X-n599-k92.vrp,599,92,487,108482.05871611243,inf,inf,300,0
large,X-n613-k62.vrp,613,62,523,59548.304940199545,313982.61242960044,5.272738035867059,300,62
large,X-n627-k43.vrp,627,43,110,62199.04938685801,inf,inf,300,0
large,X-n641-k35.vrp,641,35,1381,63697.83808523143,330765.2097208996,5.192722699290303,300,35
large,X-n655-k131.vrp,655,131,5,106810.59956566418,236788.52795076766,2.2169010277411343,300,131
large,X-n670-k130.vrp,670,130,129,146378.31843753328,inf,inf,300,0
large,X-n685-k75.vrp,685,75,408,68237.21553731913,335807.3683078558,4.921176306266509,300,75
large,X-n701-k44.vrp,701,44,87,81956.01995940873,354620.29046773026,4.326958417982803,300,44
large,X-n716-k35.vrp,716,35,1007,43420.6564451652,265222.1681522591,6.1082026359320745,300,35
large,X-n733-k159.vrp,733,159,25,136218.39404680504,407980.5609701584,2.99504750312924,300,159
large,X-n749-k98.vrp,749,98,396,77303.49914276505,296889.73355123546,3.840573025070131,300,98
large,X-n766-k71.vrp,766,71,166,114461.16180212778,406121.0805578408,3.548112514006399,300,71
large,X-n783-k48.vrp,783,48,832,72408.31876571494,419847.95033040177,5.798338609253805,300,48
large,X-n801-k40.vrp,801,40,20,73333.97393618312,434099.9265484823,5.919492743244024,300,40
large,X-n819-k171.vrp,819,171,358,158148.89835677537,inf,inf,300,0
large,X-n837-k142.vrp,837,142,44,193784.91639895606,inf,inf,300,0
large,X-n856-k95.vrp,856,95,9,89013.59855624012,451966.1831622728,5.0774959162752396,300,95
large,X-n876-k59.vrp,876,59,764,99356.19354150473,415617.7843798384,4.183108969509984,300,59
large,X-n895-k37.vrp,895,37,1816,53898.675359403234,inf,inf,300,0
large,X-n916-k207.vrp,916,207,33,329222.3593754837,inf,inf,300,0
large,X-n936-k151.vrp,936,151,138,132768.74131236685,509917.13294826506,3.8406414635548587,300,151
large,X-n957-k87.vrp,957,87,11,85517.72782106075,436783.7926568317,5.107523361363951,300,87
large,X-n979-k58.vrp,979,58,998,119032.52000804225,525487.7521563253,4.414657037596293,300,58
x_large,Antwerp1.vrp,6001,None,30,477628.58867993334,5099222.9407100845,10.676125888534608,300,343
x_large,Antwerp2.vrp,7001,None,100,291740.3669830918,5886713.531615974,20.177919128884714,300,120
x_large,Brussels1.vrp,15001,None,50,503025.56714718713,8881792.36651262,17.65674141949484,300,512
x_large,Brussels2.vrp,16001,None,150,346871.2613819854,9540560.732964715,27.50461567485798,300,182
x_large,Ghent1.vrp,10001,None,35,470415.2501502392,5499360.239279047,11.690437836619209,300,485
x_large,Ghent2.vrp,11001,None,170,258657.06067931346,6024791.330814722,23.29258406861872,300,110
x_large,Leuven1.vrp,3001,None,25,193060.43539123647,1571485.2303587452,8.139861630240988,300,203
x_large,Leuven2.vrp,4001,None,150,111654.87655132769,2089487.0154936987,18.713799880770658,300,46
