Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration
mid_large,Golden_10.vrp,324,None,1000,741.56,3730.635245447917,5.030793523717457,0.6349434000439942,750
mid_large,Golden_11.vrp,400,None,1000,918.45,5284.64620019042,5.753874680375001,0.8316974999615923,750
mid_large,Golden_12.vrp,484,None,1000,1107.19,7017.606454943187,6.338213364411877,1.091047600028105,750
mid_large,Golden_13.vrp,253,None,1000,859.11,3427.282045575377,3.9893401841153953,0.632366500038188,750
mid_large,Golden_14.vrp,321,None,1000,1081.31,5115.196631240945,4.730555188836638,0.8078431999892928,750
mid_large,Golden_15.vrp,397,None,1000,1345.23,7220.5373034691465,5.367511357514437,1.1164754999917932,750
mid_large,Golden_16.vrp,481,None,1000,1622.69,9697.655384019843,5.976283445402291,1.4993856000364758,750
mid_large,Golden_18.vrp,301,None,200,997.52,4110.953925111469,4.121174437717007,0.6989528000121936,750
mid_large,Golden_19.vrp,361,None,200,1366.86,5769.240780504486,4.220798604468992,0.9627691999776289,750
mid_large,Golden_2.vrp,321,None,700,8447.92,55941.40496107064,6.621914620530337,0.5616926000220701,750
mid_large,Golden_20.vrp,421,None,200,1820.09,7880.483073713803,4.329721647673359,1.3546402000356466,750
mid_large,Golden_3.vrp,401,None,900,11036.22,86113.66256382117,7.802822213024131,0.69905049999943,750
mid_large,Golden_4.vrp,481,None,1000,13624.52,124460.9979107725,9.135073963029338,0.8059962999541312,750
mid_large,Golden_6.vrp,281,None,900,8412.8,59694.83057817891,7.095714931791902,0.3598471999866888,750
mid_large,Golden_7.vrp,361,None,900,10181.75,77076.96494906652,7.570109750196824,0.6985280000371858,750
mid_large,Golden_8.vrp,441,None,900,11663.55,95103.71868231079,8.153925578602639,0.9149498000042513,750
mid_large,Golden_9.vrp,256,None,1000,585.43,2590.330510676976,4.424663086409948,0.4568425000179559,750
mid_large,Loggi-n401-k23.vrp,401,None,100,336903.0,700692.0,2.0798033855442073,0.9459608999895863,750
mid_large,ORTEC-n323-k21.vrp,323,None,100,214071.0,789539.0,3.6882109206758504,0.7970858999760821,750
mid_large,ORTEC-n405-k18.vrp,405,None,160,200986.0,1034541.0,5.147328669658584,0.957123399944976,750
mid_large,ORTEC-n455-k41.vrp,455,None,70,292485.0,903798.0,3.090066157238833,1.5297857000259683,750
mid_large,tai385.vrp,386,None,65,24431.44,92990.47387151245,3.8061806373882368,1.071362999966368,750
mid_large,X-n251-k28.vrp,251,None,69,38684.0,94776.15856123962,2.450009268980447,0.5795846999972127,750
mid_large,X-n256-k16.vrp,256,None,1225,18839.0,106531.08610840762,5.654816397282638,0.5092777999816462,750
mid_large,X-n261-k13.vrp,261,None,1081,26558.0,119900.9202393007,4.514681837461431,0.5139054000028409,750
mid_large,X-n266-k58.vrp,266,None,35,75478.0,89847.00853267898,1.1903734668735126,0.9927774000097997,750
mid_large,X-n270-k35.vrp,270,None,585,35291.0,113617.33687423455,3.219442262169804,0.739232899970375,750
mid_large,X-n275-k28.vrp,275,None,10,21245.0,79900.91038907491,3.760927766019059,0.6656042999820784,750
mid_large,X-n280-k17.vrp,280,None,192,33503.0,124442.51706115193,3.7143693717324395,0.49873150000348687,750
mid_large,X-n284-k15.vrp,284,None,109,20226.0,78740.3966603322,3.8930286097266986,0.5363311999826692,750
mid_large,X-n289-k60.vrp,289,None,267,95151.0,112784.0761679331,1.185316771951247,1.07647149998229,750
mid_large,X-n294-k50.vrp,294,None,285,47161.0,121923.51746473486,2.585261497100037,1.0551657000323758,750
mid_large,X-n298-k31.vrp,298,None,55,34231.0,127187.98724153795,3.7155790728152245,0.8758142000297084,750
mid_large,X-n303-k21.vrp,303,None,794,21736.0,113378.46025112538,5.216160298634771,0.6390643999911845,750
mid_large,X-n308-k13.vrp,308,None,246,25859.0,136263.16726239494,5.269467777655553,0.534071900008712,750
mid_large,X-n313-k71.vrp,313,None,248,94043.0,114435.06905847488,1.2168377131575436,1.2560841999948025,750
mid_large,X-n317-k53.vrp,317,None,6,78355.0,125536.40864797815,1.6021493031456595,1.2443977000075392,750
mid_large,X-n322-k28.vrp,322,None,868,29834.0,141284.01147344807,4.73567109584528,0.8463278000126593,750
mid_large,X-n327-k20.vrp,327,None,128,27532.0,136025.45016724718,4.940630908297515,0.6768895999994129,750
mid_large,X-n331-k15.vrp,331,None,23,31102.0,150948.2220476624,4.853328469155115,0.6862129000364803,750
mid_large,X-n336-k84.vrp,336,None,203,139111.0,128595.01086710274,0.9244057685380936,1.4697203999967314,750
mid_large,X-n344-k43.vrp,344,None,61,42050.0,144186.66113665287,3.428933677447155,1.0722489000181668,750
mid_large,X-n351-k40.vrp,351,None,436,25896.0,91205.37893916162,3.5219871385218418,1.0859048000420444,750
mid_large,X-n359-k29.vrp,359,None,68,51505.0,148858.751287627,2.890180589993729,0.9482566999504343,750
mid_large,X-n367-k17.vrp,367,None,218,22814.0,125304.42857351428,5.492435722517501,0.7835605000145733,750
mid_large,X-n376-k94.vrp,376,None,4,147713.0,145545.40495414595,0.9853256311505822,2.0746348000247963,750
mid_large,X-n384-k52.vrp,384,None,564,65928.0,158005.99443633403,2.396644740267171,1.5322231000172906,750
mid_large,X-n393-k38.vrp,393,None,78,38260.0,149960.7276972818,3.9195171902060064,1.1437428999925032,750
mid_large,X-n401-k29.vrp,401,None,745,66154.0,152949.03155968382,2.3120148677280863,1.030888400040567,750
mid_large,X-n411-k19.vrp,411,None,216,19712.0,156780.03477722776,7.953532608422675,0.7566764000221156,750
mid_large,X-n420-k130.vrp,420,None,18,107798.0,143740.64456235766,1.333425894379837,2.5781049999641255,750
mid_large,X-n429-k61.vrp,429,None,536,65449.0,182967.45961779827,2.795573035765226,1.8707498000003397,750
mid_large,X-n439-k37.vrp,439,None,12,36391.0,185247.161263965,5.090466358824023,1.3020074000232853,750
mid_large,X-n449-k29.vrp,449,None,777,55233.0,200214.31152991683,3.6249037989954704,1.1810559000005014,750
mid_large,X-n459-k26.vrp,459,None,1106,24139.0,139243.69769137097,5.768412017538878,1.2734989000018686,750
mid_large,X-n469-k138.vrp,469,None,256,221824.0,173154.89245382533,0.7805958437942934,3.5170846999972127,750
mid_large,X-n480-k70.vrp,480,None,52,89449.0,178246.5151177725,1.9927166890381391,2.1917243999778293,750
mid_large,X-n491-k59.vrp,491,None,428,66483.0,207457.4785457516,3.120459042849324,2.0444403999717906,750
