Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration
mid,CMT12.vrp,101,None,200,819.5575441874688,3051.0254200724917,3.722771441384704,0.12191743600001814,1000
mid,CMT13.vrp,121,None,200,1541.1416027574185,5133.039211103287,3.330673315105651,0.13525189199998522,1000
mid,CMT14.vrp,101,None,200,866.3652093737874,3054.25363195312,3.5253650526441938,0.12230179299999122,1000
mid,CMT3.vrp,101,None,200,826.1369729550208,2796.2146709954227,3.3846865139004776,0.11414998600000104,1000
mid,CMT4.vrp,151,None,200,1028.4242880993547,4172.706898653048,4.0573787948597415,0.18778625100000568,1000
mid,CMT5.vrp,200,None,200,1291.2891464211025,5373.319848942554,4.161205771639205,0.27384830799999804,1000
mid,CMT8.vrp,101,None,200,865.9445056375685,2731.6183779679222,3.154495883032037,0.1163836300000014,1000
mid,CMT9.vrp,151,None,200,1162.5470444474113,4118.46856636206,3.5426252950646613,0.1885798399999885,1000
mid,E-n101-k14.vrp,101,14,112,1082.650162207119,2481.200222800775,2.291783910827238,0.13137428400000317,1000
mid,E-n101-k8.vrp,101,8,200,826.9079628529653,2744.106398393502,3.318514903310272,0.11641289399997845,1000
mid,F-n135-k7.vrp,135,7,2210,1170.6531100619734,5147.92930335749,4.397484839112556,0.1646229430000119,1000
mid,Golden_1.vrp,241,None,550,5623.468314507381,31415.38864375777,5.586479177398864,0.30867809500000476,1000
mid,Golden_17.vrp,241,None,200,707.7560011421995,2863.6903108651604,4.046154757068318,0.3645425710000154,1000
mid,Golden_5.vrp,201,None,900,6460.97951921498,42019.96583667265,6.503652536230009,0.22701097000000914,1000
mid,M-n101-k10.vrp,101,10,200,819.8108473050876,3153.9586638162764,3.847178497557193,0.12149872499998082,1000
mid,M-n121-k7.vrp,121,7,200,1045.160491205303,5158.411547194432,4.935520994718844,0.1356811329999914,1000
mid,M-n151-k12.vrp,151,12,200,1030.7562527704383,4149.598536982864,4.025780610915226,0.18854273600001648,1000
mid,M-n200-k16.vrp,200,None,200,1294.6662430341767,5455.2267793568135,4.213616295866306,0.2732889109999803,1000
mid,M-n200-k17.vrp,200,17,200,1294.8940205956042,5474.412362175811,4.2276914365994065,0.27575641000001383,1000
mid,ORTEC-n242-k12.vrp,242,None,125,123750.0,420459.0,3.3976484848484847,0.3087108690000093,1000
mid,P-n101-k4.vrp,101,4,400,692.2768742727131,2851.0563660233415,4.118375857952184,0.110184806999996,1000
mid,tai100a.vrp,101,None,1409,2041.3364649899067,6073.174063612944,2.9750970346,0.13218415800000116,1000
mid,tai100b.vrp,101,None,1842,1939.9036186078504,5799.739827035271,2.9897051438,0.13325913200000628,1000
mid,tai100c.vrp,101,None,2043,1406.202006654208,4672.051964010651,3.32246145426,0.13115812500001311,1000
mid,tai100d.vrp,101,None,1297,1580.4579750894477,4852.988189059429,3.07062146894,0.1313289839999925,1000
mid,tai150a.vrp,151,None,1544,3055.2318629369656,11541.972759125241,3.77777310427,0.2155041560000086,1000
mid,tai150b.vrp,151,None,1918,2727.025874329722,11445.492472266502,4.19706046063,0.21112371099999905,1000
mid,tai150c.vrp,151,None,2021,2358.659066369156,10401.706340090817,4.41000841894,0.2114458610000156,1000
mid,tai150d.vrp,151,None,1874,2645.390607105398,10405.002769549785,3.93325762237,0.21140746000000377,1000
mid,X-n101-k25.vrp,101,None,206,27598.4007834456,35317.834130163836,1.2797058209020793,0.16520380800000112,1000
mid,X-n106-k14.vrp,106,None,600,26362.240374476234,26041.07306488756,0.9878171466071743,0.1563831690000086,1000
mid,X-n110-k13.vrp,110,None,66,14979.427094468716,43277.70129835409,2.8891426237746276,0.1421857379999949,1000
mid,X-n115-k10.vrp,115,None,169,12751.640005756142,45882.13916865869,3.5981363297542357,0.1322235810000052,1000
mid,X-n120-k6.vrp,120,None,21,13329.4178091839,48803.39399345982,3.6613297513890313,0.1311950950000096,1000
