Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration,Used_truck
mid_large,Golden_10.vrp,324,None,1000,735.4274460162404,3756.5835170635487,5.108027362063656,0.5390901780000092,1000,15
mid_large,Golden_11.vrp,400,None,1000,911.9802546729934,5200.657531669447,5.7025988282325635,0.7058096609999893,1000,17
mid_large,Golden_12.vrp,484,None,1000,1100.6653917149429,6918.14108101594,6.285417105953344,0.8973068669999975,1000,18
mid_large,Golden_13.vrp,253,None,1000,857.1887449794051,3498.2589399029466,4.0810836124394,0.4980547760000036,1000,23
mid_large,Golden_14.vrp,321,None,1000,1080.5525732535093,5138.1494248931285,4.755112848810609,0.7289137770000025,1000,26
mid_large,Golden_15.vrp,397,None,1000,1337.2677786614804,7195.235529023625,5.380549538272429,0.9372984510000038,1000,31
mid_large,Golden_16.vrp,481,None,1000,1611.2770526552179,9614.462843840713,5.96698303870031,1.210127252999996,1000,33
mid_large,Golden_18.vrp,301,None,200,995.1332487054715,4100.739138885395,4.120794018509461,0.5356104529999755,1000,25
mid_large,Golden_19.vrp,361,None,200,1365.6035342978782,5750.007270510746,4.210597824402306,0.7068014129999938,1000,29
mid_large,Golden_2.vrp,321,None,700,8404.611623286655,55451.44558066888,6.597740391361996,0.45516650900000855,1000,9
mid_large,Golden_20.vrp,421,None,200,1817.59,8022.102281821902,4.413592879484319,0.9018287060000034,1000,34
mid_large,Golden_3.vrp,401,None,900,10997.760007936988,85831.03292449418,7.8044104310833,0.5923866969999949,1000,9
mid_large,Golden_4.vrp,481,None,1000,13588.647622235947,124225.53014062787,9.141861176630258,0.7233067329999869,1000,10
mid_large,Golden_6.vrp,281,None,900,8400.332070493927,58832.09492877659,7.003543959342235,0.3580913019999912,1000,7
mid_large,Golden_7.vrp,361,None,900,10102.681504546768,77426.83907602688,7.663988916326868,0.5075528050000173,1000,8
mid_large,Golden_8.vrp,441,None,900,11635.343785727806,93293.84342741735,8.018142406918292,0.631124294000017,1000,10
mid_large,Golden_9.vrp,256,None,1000,579.702137615176,2596.833854190053,4.4796002734664935,0.37959604800002467,1000,13
mid_large,Loggi-n401-k23.vrp,401,23,100,336903.0,723429.0,2.147291653680733,0.6569585069999846,1000,22
mid_large,ORTEC-n323-k21.vrp,323,21,100,214071.0,790864.0,3.694400455923502,0.512137714000005,1000,20
mid_large,ORTEC-n405-k18.vrp,405,18,160,200986.0,1035287.0,5.151040370971113,0.6445539389999908,1000,17
mid_large,ORTEC-n455-k41.vrp,455,41,70,292485.0,922681.0,3.1546267329948545,1.0261302469999976,1000,38
mid_large,tai385.vrp,386,None,65,None,93871.05957449363,None,0.838556963000002,1000,37
