Size;Instance_Name;#Node;#Truck;Capacity;Optimal_Cost;Cost_NoOpt;Apx_NoOpt;Execution_time_NoOpt;Cost_2Opt;Apx_2Opt;Execution_time_2Opt;Cost_3Opt;Apx_3Opt;Execution_time_3Opt;Cost_3Opt_Timeout;Apx_3Opt_Timeout;Execution_time_3Opt_Timeout
mid;X-n110-k13.vrp;110;None;66;14979.427094468716;24575.828819177466;1.6406387683713421;0.0008316200000137997;16858.09074118429;1.125416254898646;0.0030540349999910177;16132.169175063995;1.0769550179272838;0.019777366999989;;;
mid;X-n115-k10.vrp;115;None;169;12751.640005756142;27493.9928338913;2.1561142583605246;0.0009448419999955604;16680.042915920327;1.3080704057196477;0.005671776000014006;15948.038992180676;1.2506657171141646;0.09465079699998569;;;
mid;X-n120-k6.vrp;120;None;21;13329.4178091839;46254.83954342709;3.470132019686392;0.0009960969999838198;14877.138536562183;1.1161131528424229;0.014053483999987293;14461.114746913092;1.084902203076676;0.26987965099999656;;;
mid;X-n125-k30.vrp;125;None;188;55546.20080627722;73654.54398098048;1.3260050716674192;0.0009172009999929287;71225.18403809438;1.2822692282141694;0.0016193190000137747;71133.112775241;1.2806116663734508;0.006699292000007517;;;
mid;X-n129-k18.vrp;129;None;39;28946.534546376366;55283.76930421363;1.9098579560755833;0.001069263000005094;37822.95193493875;1.3066487069234878;0.002572575000016286;37671.07956487787;1.3014020557287636;0.01677490200000875;;;
mid;X-n134-k13.vrp;134;None;643;10919.846711469087;24651.719147112417;2.2575151280485266;0.0010975060000077974;14743.857523313702;1.3501890560266077;0.005414685000005193;14579.838197608882;1.3351687604090372;0.1384539219999965;;;
mid;X-n139-k10.vrp;139;None;106;13595.955750386658;27606.46339476167;2.030490824006732;0.0011024389999931827;15873.897352363569;1.1675455292587378;0.009239917999991576;14838.680524072934;1.091404002521186;0.14734504400001924;;;
mid;X-n143-k7.vrp;143;None;1190;15697.056595993054;51076.71770407302;3.2539041565990936;0.0011707970000145451;18745.86231484026;1.1942278605038263;0.018692774000015788;17762.518120866116;1.1315827277707788;0.6117035949999945;;;
mid;X-n148-k46.vrp;148;None;18;43452.94926360666;64096.26442644726;1.4750728204340802;0.0013455130000181725;57341.7321845254;1.3196280840838364;0.001444638999998915;57254.157769713034;1.317612699252738;0.003038145000004988;;;
mid;X-n153-k22.vrp;153;None;144;21226.867128671347;36059.87586585358;1.6987846415238137;0.0013116499999910047;28176.323780272658;1.3273896524379054;0.003734895999997434;28121.160988004627;1.3247909273441998;0.043368673000003355;;;
mid;X-n157-k13.vrp;157;None;12;16886.34634255687;26424.828200593147;1.5648635687399974;0.001113739999993868;18333.70821365626;1.0857119617078892;0.007239230999999791;17718.386836539874;1.049272973389519;0.08404321300000106;;;
mid;X-n162-k11.vrp;162;None;1174;14138.581489418759;29676.303751738636;2.09895906275663;0.0012956200000076024;16483.8416918045;1.1658766266008314;0.012046510000004673;15058.952181759187;1.0650963954926616;0.1863582850000114;;;
mid;X-n167-k10.vrp;167;None;133;20558.33328675831;63081.35896281501;3.0684082256534833;0.0012600329999941096;24265.568204719224;1.1803276007957686;0.01521660099999167;23571.873269914566;1.1465848393992761;0.2613034429999743;;;
mid;X-n172-k51.vrp;172;None;161;45612.13671476604;69385.16123283758;1.521199536578068;0.001457835000024943;61100.17284252041;1.339559539264917;0.002205830000008291;60887.862989450296;1.3349048603052844;0.01000010799998563;;;
mid;X-n176-k26.vrp;176;None;142;47815.81734293499;95140.22903426594;1.989722947783582;0.001424721000006457;69799.56426169063;1.459758886083411;0.0035708370000122613;69661.96484027541;1.45688118934912;0.0258315969999785;;;
mid;X-n181-k23.vrp;181;None;8;25575.6800061908;40559.811800291594;1.585874228582535;0.0015825149999955102;28720.02874804822;1.1229429184716224;0.003925202999994326;28450.840137834617;1.112417739467645;0.027675461000001178;;;
mid;X-n186-k15.vrp;186;None;974;24154.291268175097;58543.511585563756;2.4237312921161456;0.0013580570000044645;28652.55925109412;1.1862305928572532;0.008469146999999566;27968.490401411338;1.1579097929593034;0.11247863700000948;;;
mid;X-n190-k8.vrp;190;None;138;16985.85965815717;53539.57275275713;3.1520084252577503;0.0017360610000025645;19460.136469971938;1.1456668582933063;0.03538986000000932;18817.31262719618;1.1078222124695047;0.936551627;;;
mid;X-n195-k51.vrp;195;None;181;44229.3103670945;66134.36214899497;1.495260984177526;0.0017125379999924917;59432.56325347204;1.3437370549120835;0.001969438000003265;59367.44921936571;1.3422648629749745;0.004170749999985901;;;
mid;X-n200-k36.vrp;200;None;402;58581.48464689695;80237.17220521842;1.3696677830692119;0.001821288999991566;68365.87825877547;1.1670219467952114;0.003113095000003341;68181.31429725404;1.1638713956844997;0.015696377000011807;;;
mid;X-n204-k19.vrp;204;None;836;19568.426556886145;42485.12116105846;2.1711056347608033;0.00155519500000878;23702.53493392499;1.2112642201978192;0.00825810700001739;22789.549775479147;1.1646081870317513;0.08724123499999337;;;
mid;X-n209-k16.vrp;209;None;101;30660.39401012465;84697.56547624036;2.7624421737134752;0.0017897129999937533;36669.055425495855;1.1959746966522031;0.01112150399998768;36219.54177326123;1.1813136439571144;0.15023406100002035;;;
mid;X-n214-k11.vrp;214;None;944;10868.369072249128;33548.92452936743;3.08684074918195;0.0018469299999992472;13501.379228319502;1.242263594341252;0.023255238000018608;13092.618441259001;1.2046534631115156;0.5707733529999928;;;
mid;X-n219-k73.vrp;219;None;3;117601.29001838483;158122.46966402145;1.3445640744187575;0.001967084000000341;145726.01662536996;1.2391532150930347;0.0020118879999984074;145726.01662536996;1.2391532150930347;0.003021152000002303;;;
mid;X-n223-k34.vrp;223;None;37;40437.947509756355;64182.28110572043;1.5871794949591678;0.0017665889999989304;50031.344216559264;1.2372374785957754;0.0038407829999869136;49929.159433429566;1.2347105258342623;0.019658496999994668;;;
mid;X-n228-k23.vrp;228;None;154;25746.626508506168;51368.108999099204;1.9951394013552888;0.0018903500000249096;33571.969300943696;1.3039366260217506;0.01043339700001411;33180.83476166559;1.2887449449233013;0.14879356199998028;;;
mid;X-n233-k16.vrp;233;None;631;19239.224070740955;42957.65082199238;2.23281618136162;0.0022397729999852345;22450.043963211945;1.166889261264648;0.0321170489999929;21414.525941727916;1.1130659876400715;0.7577255690000015;;;
mid;X-n237-k14.vrp;237;None;18;27050.769538670516;89337.97247769903;3.3026037336936254;0.0022160629999916637;33044.389747024434;1.2215693050722907;0.022926259000001892;32140.667514520137;1.1881609308220729;0.5097905270000069;;;
mid;X-n242-k48.vrp;242;None;28;82757.21927576141;135668.72988767657;1.6393582466274614;0.002299037000000226;113468.7664957589;1.3711041464269274;0.003109367999996948;113440.11265568319;1.3707579066628743;0.010252178000001777;;;
mid;X-n247-k50.vrp;247;None;134;37282.91645455028;61692.623336893026;1.654715596407255;0.0020538290000047255;53076.76118128316;1.4236214928621895;0.0053905020000115655;52942.16168572928;1.4200112738033357;0.043279075000015155;;;
mid_large;Golden_10.vrp;324;None;1000;735.4274460162404;2406.484963433962;3.2722262086759537;0.0029967390000251726;928.678926181576;1.2627743650473822;0.04764347299999372;902.5904705055611;1.2273004976831245;1.3154450660000236;;;
mid_large;Golden_11.vrp;400;None;1000;911.9802546729934;3348.194892766151;3.6713458165458914;0.004305890000011914;1156.4957240682345;1.268114872161258;0.07954347599999778;1133.4441732722146;1.2428385016719807;2.1655679469999995;;;
mid_large;Golden_12.vrp;484;None;1000;1100.6653917149429;4145.72236839475;3.7665601186345246;0.006094692000004898;1333.359775214427;1.2114124649062725;0.1062577440000041;1307.342274982048;1.1877744906152472;3.287544990000015;;;
mid_large;Golden_13.vrp;253;None;1000;857.1887449794051;1756.4535656979187;2.0490861271634166;0.0029500279999865597;1044.4837566536323;1.218499149424468;0.007984058999994659;1012.3069446972991;1.1809615450814404;0.06897726400001147;;;
mid_large;Golden_14.vrp;321;None;1000;1080.5525732535093;2306.9509677806636;2.134973369074036;0.004846318999994992;1299.3580363473532;1.2024940465738077;0.012563078999988875;1270.2020387354057;1.1755115578605009;0.13743350699999723;;;
mid_large;Golden_15.vrp;397;None;1000;1337.2677786614804;3141.3818560159443;2.3491045743734786;0.004411526999973603;1694.1566249478828;1.2668791187383768;0.0194599280000034;1634.0642962982324;1.221942472833546;0.22470666999998912;;;
mid_large;Golden_16.vrp;481;None;1000;1611.2770526552179;4048.2193746651596;2.5124291120475606;0.006149643000014748;2029.7802375728616;1.2597338454165867;0.02951674799999182;1967.294689133125;1.2209537061867957;0.3922786960000053;;;
mid_large;Golden_18.vrp;301;None;200;995.1332487054715;2017.986090194632;2.027855156904614;0.003532204999999067;1227.5978740241078;1.2336015057491447;0.014876610000015944;1175.8827971379446;1.1816335135697686;0.22931050200000413;;;
mid_large;Golden_19.vrp;361;None;200;1365.6035342978782;3010.295964674058;2.2043703674374235;0.0036715239999978166;1713.2985262144987;1.2546090305012185;0.019311082000001534;1652.0970482834311;1.2097925985032345;0.27383759400001395;;;
mid_large;Golden_2.vrp;321;None;700;8404.611623286655;22962.787312970882;2.7321651900425588;0.0029395790000137367;9098.030787707305;1.082504605269254;0.13674035300002174;8695.24192864454;1.0345798614361472;8.608388610999981;;;
mid_large;Golden_20.vrp;421;None;200;None;4295.889723770661;None;0.0049711210000111805;2366.7203475425335;None;0.024761793000010357;2318.178670751868;None;0.350449717999993;;;
mid_large;Golden_3.vrp;401;None;900;10997.760007936988;32853.9517014639;2.9873312090601623;0.004237061000026188;12221.615834218712;1.111282281609935;0.26637098099999434;11179.382518303333;1.016514500246893;37.46470319400001;;;
mid_large;Golden_4.vrp;481;None;1000;13588.647622235947;42573.81613970028;3.1330429137064457;0.00615846600001646;15004.482503129195;1.1041924789172124;0.4419838630000186;14163.16259012076;1.0422790393758317;49.19897594700004;;;
mid_large;Golden_6.vrp;281;None;900;8400.332070493927;24476.224679513965;2.9137210855611806;0.0033210219999659785;10006.576172867168;1.1912119769663816;0.17976641699999618;8844.624766526864;1.052889896768904;22.222771208999973;;;
mid_large;Golden_7.vrp;361;None;900;10102.681504546768;35243.18959308428;3.488498531525802;0.004001844000015353;11815.289516106615;1.1695201428243658;0.25871040699996684;10984.248079909967;1.0872606520324772;26.19526423299999;;;
mid_large;Golden_8.vrp;441;None;900;11635.343785727806;39389.59606556177;3.3853401146494697;0.00509077399999569;13033.832559796305;1.1201931631606725;0.30105523200001016;12021.215932167348;1.0331637941727911;46.96510253599996;;;
mid_large;Golden_9.vrp;256;None;1000;579.702137615176;1716.8267050463287;2.961566973185824;0.002657383000041591;730.4723077749969;1.2600821359397967;0.03035465799996473;703.2568919362893;1.2131348951539191;0.6601570130000027;;;
mid_large;tai385.vrp;386;None;65;None;58320.50296563044;None;0.004444841000008637;36445.74685196809;None;0.022273516999973708;36159.27862984487;None;0.36843769700004714;;;
mid_large;X-n251-k28.vrp;251;None;69;38690.425121260014;67685.84432660844;1.7494210548080982;0.002227009000023372;46175.85738692344;1.1934698893124918;0.007413634999977603;45908.33627905272;1.1865554884747578;0.055455893999976524;;;
mid_large;X-n256-k16.vrp;256;None;1225;18847.64536111926;36061.694687546245;1.913326253577425;0.0022128730000190444;21538.490113478798;1.1427682185654062;0.019009079999989353;20557.56545070825;1.0907232737473074;0.32414235599998165;;;
mid_large;X-n261-k13.vrp;261;None;1081;26564.880001915062;100527.18356926514;3.784213727373063;0.0024331519999805096;31697.13265831839;1.1931969071960176;0.03277809299999035;30739.74272667072;1.1571572212806793;0.8923727260000192;;;
mid_large;X-n266-k58.vrp;266;None;35;75489.08620023358;128562.50505840211;1.7030608201746162;0.002417523999952209;109297.84807222252;1.4478629107035652;0.003222317999984625;109284.04785250848;1.4476800999105264;0.0076246589999868775;;;
mid_large;X-n270-k35.vrp;270;None;585;35290.73392868522;60117.43768023076;1.7034907180370582;0.0025670750000017506;41638.47354339368;1.1798698669043222;0.005827133000025242;41177.520586752464;1.166808280892178;0.031637763999981416;;;
mid_large;X-n275-k28.vrp;275;None;10;21250.145366637433;41122.508387744114;1.9351636272712816;0.00260802100001456;24871.05259318812;1.1703944685590473;0.010328699000012875;24485.06232113352;1.1522303447191886;0.09289106200003516;;;
mid_large;X-n280-k17.vrp;280;None;192;33503.46202277754;115193.96419835147;3.4382704724674764;0.0026783740000269063;45787.692181311286;1.3666555459308127;0.03589132700000164;45428.49896204213;1.355934468239649;0.7498265080000124;;;
mid_large;X-n284-k15.vrp;284;None;109;20236.988928206607;56232.96479950563;2.778721923454102;0.002648096000029909;24021.497233134407;1.1870094567108695;0.038218944000050215;23493.37290220916;1.160912474951437;0.7660565700000461;;;
mid_large;X-n289-k60.vrp;289;None;267;95160.55111655206;166803.49347779524;1.7528638865646684;0.00299154700002191;140046.61715223728;1.471687747801177;0.004294810000033067;140009.7090383019;1.4712998968114304;0.01495153199999777;;;
mid_large;X-n294-k50.vrp;294;None;285;47172.6649088552;78983.17007873792;1.6743419145673768;0.0029809470000259353;59287.99846700657;1.2568295342559095;0.005133906999958526;58904.78685608271;1.2487059395498594;0.024548534000018662;;;
mid_large;X-n298-k31.vrp;298;None;55;34246.82220867055;75148.57864333843;2.1943226786254186;0.0030145299999730923;42541.01548222682;1.242188697772267;0.010194318000003477;41916.959543823104;1.2239663957262183;0.09886961900002689;;;
mid_large;X-n303-k21.vrp;303;None;794;21752.126168499934;49095.83165314538;2.2570589777215844;0.002926655999999639;25447.542957877627;1.1698876128591589;0.023602257999982612;24621.810886346546;1.1319266307862037;0.33990555299999414;;;
mid_large;X-n308-k13.vrp;308;None;246;25876.44143591163;109218.51936952655;4.220770450219318;0.003048693000039293;32494.175466150624;1.255743590038421;0.07549474799998279;31454.08339688875;1.2155490342360755;6.364384514000051;;;
mid_large;X-n313-k71.vrp;313;None;248;94050.10805997287;135814.02842376503;1.4440603123726405;0.003156313999966187;117682.0913946932;1.2512701348482336;0.0052100810000297315;117607.17617988329;1.250473589088157;0.025177310999993097;;;
mid_large;X-n317-k53.vrp;317;None;6;78377.10731781296;132206.2977150978;1.686797360088983;0.00315504200000305;96071.91303376915;1.225764975533036;0.005822002999991582;96012.04688765077;1.225001153695677;0.024209443000017927;;;
mid_large;X-n322-k28.vrp;322;None;868;29845.918271150993;66597.35230850043;2.23137219982517;0.0032233400000336587;34970.11725706675;1.1716884345578604;0.015223191000018232;33985.41499178087;1.1386955724740124;0.16253047899999729;;;
mid_large;X-n327-k20.vrp;327;None;128;27542.437966140435;92037.20895858474;3.341650767144564;0.003264807999983077;34521.52959784906;1.2533941127611303;0.029879354000001968;33652.594075897374;1.2218451437475695;0.46053159799998866;;;
mid_large;X-n331-k15.vrp;331;None;23;31121.750855683116;112025.64153884845;3.59959316101239;0.0033141399999863097;36304.85845192952;1.1665429307072523;0.05704983600003288;35240.242744104544;1.1323348389851067;1.5026440220000268;;;
mid_large;X-n336-k84.vrp;336;None;203;139117.0985790461;222203.71382550668;1.5972422951248577;0.0038578450000272824;202865.24195806644;1.458233704053271;0.005040123000014773;202840.05513183444;1.458052656385592;0.015624359000014465;;;
mid_large;X-n344-k43.vrp;344;None;61;42065.38035936931;75978.89798231843;1.8062096986458247;0.003595535000044947;50709.95456918289;1.205503293586365;0.008940176999999494;50187.54688839047;1.1930843477375592;0.053634172999977636;;;
mid_large;X-n351-k40.vrp;351;None;436;25905.70297881667;55037.95942790126;2.1245499291374683;0.0038402420000238635;34050.80871118275;1.3144136153736652;0.011665246000006846;33777.4896090512;1.3038630774340059;0.09815181300001541;;;
mid_large;X-n359-k29.vrp;359;None;68;51511.60553388114;131963.15554883168;2.5618140646389773;0.0037591099999758626;66005.23081210212;1.2813662111286352;0.01948990600004663;65732.67730830936;1.276075102436372;0.24751912100003892;;;
mid_large;X-n367-k17.vrp;367;None;218;22836.07733743848;64264.15894341571;2.8141505212919466;0.003972178000026361;28994.558144528884;1.269682078760257;0.06478340000001026;28076.0474232341;1.2294601655252315;2.5848026950000076;;;
mid_large;X-n376-k94.vrp;376;None;4;147733.07228503397;225893.45924954634;1.5290649260560352;0.0043605830000501555;191037.11728898398;1.2931235662682208;0.00513443800002733;191033.01318021014;1.2930957856994534;0.010961801999997078;;;
mid_large;X-n384-k52.vrp;384;None;564;65946.66629170375;128759.33982658248;1.952476858451611;0.004270001999998385;86438.15131637697;1.3107281410410143;0.009385989000008976;86294.7242743457;1.3085532465376766;0.045144252999989476;;;
mid_large;X-n393-k38.vrp;393;None;78;38271.134773791055;82184.28641866393;2.147422251898985;0.004627332999973532;46501.37633098913;1.2150508890275793;0.01547620899998492;45952.3363076952;1.2007048283074273;0.13716198600002372;;;
mid_large;X-n401-k29.vrp;401;None;745;66172.17496367855;134615.5136689604;2.0343220355511953;0.00462765100002116;76416.9235216417;1.154819583360928;0.05006520299997419;75749.69856916089;1.1447364184529127;1.7944394659999716;;;
mid_large;X-n411-k19.vrp;411;None;216;19730.689427603767;63843.69187356614;3.235755755409494;0.0048523020000175165;26404.457494925326;1.3382430244928378;0.09846935900003473;25530.324822226547;1.2939398248552294;3.191583276000017;;;
mid_large;X-n420-k130.vrp;420;None;18;107812.51082907204;147427.0543448154;1.367439207297092;0.005094284999984211;140467.08525603937;1.3028829787550213;0.005664710000019113;140417.89741114853;1.3024267437178016;0.011359868999988976;;;
mid_large;X-n429-k61.vrp;429;None;536;65463.639441893916;122246.34743060288;1.8673930822179505;0.00521277600000758;82459.82457458234;1.2596278678910662;0.010474202000011701;82222.98593458811;1.2560100024315015;0.04698112400001264;;;
mid_large;X-n439-k37.vrp;439;None;12;36410.2802975995;78499.06075739698;2.1559587049532367;0.005707960999984607;42118.06908116342;1.156763110223577;0.02463575199999468;41238.279516776674;1.132599891561271;0.2519431480000094;;;
mid_large;X-n449-k29.vrp;449;None;777;55248.574990554975;163519.85815946662;2.959711778763908;0.005765768999992815;70195.5544483356;1.2705405426354597;0.03862834700004214;69631.84794827939;1.2603374468967445;0.5548303129999681;;;
mid_large;X-n459-k26.vrp;459;None;1106;24164.500868571657;65252.20635799645;2.7003332993673976;0.005851949000032164;29461.890047433175;1.2192219573527918;0.09258280500000637;28754.956300385107;1.1899669046251147;7.066990256999986;;;
mid_large;X-n469-k138.vrp;469;None;256;221832.93170817007;330634.0531365138;1.490464245279307;0.006056321000016851;307046.9111362171;1.3841358393989462;0.006479381000019657;307032.8029249027;1.384072241035954;0.011621364999996331;;;
mid_large;X-n480-k70.vrp;480;None;52;89474.70661308226;155452.81998005917;1.7373940174208977;0.00645909299998948;112717.28982541332;1.2597670793472344;0.01167014600002858;112524.40917619702;1.2576113790770969;0.05116061999996191;;;
mid_large;X-n491-k59.vrp;491;None;428;66495.82315486456;138270.46154284853;2.0793856663872763;0.006663064999997914;87450.47370696845;1.315127320152152;0.014793990000043777;87237.6429833783;1.311926657110588;0.09504816700001584;;;
large;Li_21.vrp;561;None;1200;16212.825563177095;54208.44425174579;3.3435531666278533;0.01114921699999627;21078.073175429956;1.3000863478913207;0.5004579700000136;18413.782376707502;1.1357540550198273;116.72855064699999;18413.782376707502;1.1357540550198273;119.19247546399998
large;Li_22.vrp;601;None;900;14499.044646698783;53612.347255026616;3.697646883736809;0.008970027000032132;15916.872844433225;1.0977876978989274;0.28679885700000796;15197.428458249633;1.0481675743863483;31.613150650000023;15197.428458249633;1.0481675743863483;31.90364925700004
large;Li_23.vrp;641;None;1400;18801.128566260857;78331.82326208282;4.166336238062402;0.009911153000018658;23403.149001534177;1.2447736272348977;0.7740566180000314;21454.436086576337;1.1411249069950469;157.68198471700003;21454.436086576337;1.1411249069950469;157.78172060000003
large;Li_24.vrp;721;None;1500;21389.430579026408;98011.35794274499;4.582233153922801;0.012111044999983278;29211.098557721794;1.3656791119238578;1.055877238999983;24486.013066425163;1.144771618672034;288.161955355;24486.013066425163;1.144771618672034;287.222442564
large;Li_25.vrp;761;None;900;16665.74877986879;72288.29121465921;4.337536354920882;0.013596644000017477;18479.589972226277;1.1088364655147385;0.41070653799999945;18058.24264701256;1.0835542336283035;45.0239249120001;18058.24264701256;1.0835542336283035;44.67161768300002
large;Li_26.vrp;801;None;1700;23977.732637558882;117270.5597948608;4.890811052383135;0.014559808000058183;33142.99376501428;1.3822405256574959;1.4167618129999937;27708.612512854488;1.155597692729776;733.661695675;33142.99376501428;1.3822405256574959;300.15666557099996
large;Li_27.vrp;841;None;900;17319.981961476158;76598.58395617093;4.422555642756716;0.016115485000000263;18771.836835874314;1.0838254264714267;0.41086658099993656;17180.782305538996;0.991963059993551;54.47123385100008;17180.782305538996;0.991963059993551;54.221893864999856
large;Li_28.vrp;881;None;1800;26566.03412258745;140967.0624788325;5.306289295133327;0.017438636999941082;32715.724794107202;1.2314869672734121;1.8035015660000226;29525.013240151922;1.1113820415915463;460.54552188599996;32715.724794107202;1.2314869672734121;300.18009421400006
large;Li_29.vrp;961;None;2000;29154.336084928324;164851.3161245142;5.654435609313567;0.022086245000082272;38615.92183349436;1.3245344267488675;2.393194362000031;33241.45911897554;1.1401891993747064;1016.0132146369997;38615.92183349436;1.3245344267488675;300.2129222560002
large;Li_30.vrp;1041;None;2100;31742.638701073323;195091.75242295963;6.146047096467847;0.02424613000039244;40347.711780313184;1.2710887762128262;3.0205337439997493;35314.95256074862;1.1125399149489896;1045.7671336600001;40347.711780313184;1.2710887762128262;300.2504453180002
large;Li_31.vrp;1121;None;2300;34330.940210281784;222931.363431516;6.493599128542078;0.027501861999553512;44694.176975567185;1.3018628881647032;3.573615673999484;38385.663877825675;1.1181069799635006;2172.225003886;44694.176975567185;1.3018628881647032;300.29591476899986
large;Li_32.vrp;1201;None;2500;37159.41317307494;244651.2970653664;6.583831018156025;0.030946301999392745;48858.84556889457;1.314844379843351;4.985760005999509;43252.50212018454;1.163971613833895;2192.205961275;48858.84556889457;1.314844379843351;300.33034383099994
large;X-n1001-k43.vrp;1001;None;131;72404.78563198904;313525.382062435;4.330174854131697;0.02305122600046161;90923.30896065202;1.255763803000355;0.1524572390007961;88634.66387191188;1.2241547723435608;4.330305630999646;88634.66387191188;1.2241547723435608;4.291704234999997
large;X-n502-k39.vrp;502;None;13;69254.03636320303;105845.85986030192;1.5283709862800334;0.007858230999772786;73038.90272278318;1.0546519243980295;0.027712821000022814;72046.48251225213;1.040321781887255;0.3333075809987349;72046.48251225213;1.040321781887255;0.33244915099976424
large;X-n513-k21.vrp;513;None;142;24224.86420176902;86623.86627550737;3.5758246384382897;0.00704306199986604;27878.264920324167;1.150812020580423;0.07909236699924804;27624.06921184091;1.1403188468575052;2.809915235000517;27624.06921184091;1.1403188468575052;2.809142705999875
large;X-n524-k153.vrp;524;None;125;154639.25890297085;240515.31102227414;1.5553315033227535;0.007237689000248793;206538.6591819349;1.3356159402673327;0.014278882999860798;206538.6591819349;1.3356159402673327;0.030700301998876967;206538.6591819349;1.3356159402673327;0.03055850200007626
large;X-n536-k96.vrp;536;None;371;94872.74640638653;140774.74634582584;1.4838270386188517;0.007461528000931139;120954.63549883998;1.2749144520464488;0.01690365899958124;120227.17828511295;1.2672467366984501;0.06492633200105047;120227.17828511295;1.2672467366984501;0.06720691800001077
large;X-n548-k50.vrp;548;None;11;86722.27757710981;226874.52286914727;2.616104295316967;0.007899324000391061;109703.07992235635;1.264993067378944;0.02725374399960856;108274.15448018898;1.2485160388449916;0.24594098599845893;108274.15448018898;1.2485160388449916;0.24288758400007282
large;X-n561-k42.vrp;561;None;74;42739.652695945704;105120.58696089518;2.459556414946417;0.008003177999853506;49823.09724376004;1.1657347241028535;0.03370501700010209;49216.25287570738;1.151536097540073;0.4401483190013096;49216.25287570738;1.151536097540073;0.44036142400000244
large;X-n573-k30.vrp;573;None;210;50717.884979878174;114470.7349760395;2.257009238880025;0.00867273599942564;68378.34762521395;1.3482097617505617;0.055790821001210134;66462.1880778996;1.310429015410793;1.2740245660006622;66462.1880778996;1.310429015410793;1.2721794059998501
large;X-n586-k159.vrp;586;None;28;190355.10222372148;289789.9438372207;1.5223649928575855;0.011412644000301952;261199.2874906618;1.3721685651676319;0.018823178999809898;259678.1728688022;1.3641776334611004;0.027184774000488687;259678.1728688022;1.3641776334611004;0.0273629489997802
large;X-n599-k92.vrp;599;None;487;108482.05871611243;205920.36408479436;1.8981974210470047;0.009200770999086672;146538.38629138013;1.3508075715529848;0.020117553000090993;142092.1177624288;1.3098213607309095;0.06060975999935181;142092.1177624288;1.3098213607309095;0.06043864800039955
large;X-n613-k62.vrp;613;None;523;59548.304940199545;129305.14070146265;2.1714327692671573;0.009593393999239197;71577.98841271864;1.2020155482947787;0.028805666999687674;71577.98841271864;1.2020155482947787;0.2062655839999934;71577.98841271864;1.2020155482947787;0.20654024199984633
large;X-n627-k43.vrp;627;None;110;62199.04938685801;188580.20065097502;3.0318823600995417;0.009808975000851206;87413.66745679203;1.405385907316802;0.0465574599984393;87413.66745679203;1.405385907316802;0.6079781119988183;87413.66745679203;1.405385907316802;0.5981378000001314
large;X-n641-k35.vrp;641;None;1381;63697.83808523143;214744.11180103055;3.3712935675099427;0.010201019000305678;78787.29838715817;1.2368912471053752;0.05940761399870098;78787.29838715817;1.2368912471053752;1.3613947600006213;78787.29838715817;1.2368912471053752;1.359991557000285
large;X-n655-k131.vrp;655;None;5;106810.59956566418;150964.92905503773;1.4133890238321216;0.010676124000383425;124902.61101029314;1.1693840453868674;0.022021361999577493;124902.61101029314;1.1693840453868674;0.045829721000700374;124902.61101029314;1.1693840453868674;0.045464747000096395
large;X-n670-k130.vrp;670;None;129;146378.31843753328;270495.86697543843;1.8479230384851848;0.011134267000670661;220891.138789941;1.5090427403987836;0.022666619001029176;220272.88869879427;1.5048190951366571;0.057491292000122485;220272.88869879427;1.5048190951366571;0.058962102999885246
large;X-n685-k75.vrp;685;None;408;68237.21553731913;144535.29791795881;2.118130067000053;0.011697988999003428;88476.49034844161;1.2966017099577218;0.046134670001265476;85894.53234475983;1.2587637357181414;0.7285372289989027;85894.53234475983;1.2587637357181414;0.7269152580001901
large;X-n701-k44.vrp;701;None;87;81956.01995940873;238919.57959284767;2.9152169628439744;0.012095189998944988;106499.33884480031;1.2994693848914018;0.06535559899930377;106499.33884480031;1.2994693848914018;1.5585708979997435;106499.33884480031;1.2994693848914018;1.537339675000112
large;X-n716-k35.vrp;716;None;1007;43420.6564451652;128315.36433641434;2.9551686879368213;0.012481990999731352;53323.42234475356;1.228065780444713;0.10364947599919105;52769.29233031848;1.2153038818507829;3.3379857470008574;52769.29233031848;1.2153038818507829;3.0768315450000046
large;X-n733-k159.vrp;733;None;25;136218.39404680504;228524.27674030472;1.6776315587877442;0.013083533000099123;181318.77029331215;1.3310887385077415;0.02576793000116595;178359.544741425;1.309364612536396;0.04656121500011068;178359.544741425;1.309364612536396;0.04670125100028599
large;X-n749-k98.vrp;749;None;396;77303.49914276505;158153.24713182397;2.045874363846643;0.013763623999693664;104948.82301488344;1.3576206016374843;0.03348362100041413;102944.39091095621;1.3316912177654112;0.13336017400069977;102944.39091095621;1.3316912177654112;0.13491528999975344
large;X-n766-k71.vrp;766;None;166;114461.16180212778;305808.075452987;2.6717191284642556;0.01404237099995953;172734.43165083553;1.5091095436323316;0.05528552800024045;171283.72194344518;1.4964352907718004;0.8519576130001951;171283.72194344518;1.4964352907718004;0.8484462189999249
large;X-n783-k48.vrp;783;None;832;72408.31876571494;264272.6914936642;3.6497559396282564;0.014445202999922913;97892.00183974535;1.3519441344368963;0.07997554899884562;95537.14290714682;1.3194221953456442;2.2071992809997028;95537.14290714682;1.3194221953456442;2.196048109000003
large;X-n801-k40.vrp;801;None;20;73333.97393618312;296185.9341575892;4.03886382068067;0.015058486000270932;90494.25464789706;1.2340017837659691;0.09450263600047037;90013.30299696056;1.2274434094529252;2.2417801290011994;90013.30299696056;1.2274434094529252;2.2401185240000814
