Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,Cost_NoOpt,Apx_NoOpt,Execution_time_NoOpt,Cost_2Opt,Apx_2Opt,Execution_time_2Opt,Cost_3Opt,Apx_3Opt,Execution_time_3Opt
large,X-n716-k35.vrp,716,None,1007,43420.6564451652,128315.36433641434,2.9551686879368213,0.012481990999731352,53323.42234475356,1.228065780444713,0.10364947599919105,52769.29233031848,1.2153038818507829,3.3379857470008574
large,X-n733-k159.vrp,733,None,25,136218.39404680504,228524.27674030472,1.6776315587877442,0.013083533000099123,181318.77029331215,1.3310887385077415,0.02576793000116595,178359.544741425,1.309364612536396,0.04656121500011068
large,X-n749-k98.vrp,749,None,396,77303.49914276505,158153.24713182397,2.045874363846643,0.013763623999693664,104948.82301488344,1.3576206016374843,0.03348362100041413,102944.39091095621,1.3316912177654112,0.13336017400069977
large,X-n766-k71.vrp,766,None,166,114461.16180212778,305808.075452987,2.6717191284642556,0.01404237099995953,172734.43165083553,1.5091095436323316,0.05528552800024045,171283.72194344518,1.4964352907718004,0.8519576130001951
large,X-n783-k48.vrp,783,None,832,72408.31876571494,264272.6914936642,3.6497559396282564,0.014445202999922913,97892.00183974535,1.3519441344368963,0.07997554899884562,95537.14290714682,1.3194221953456442,2.2071992809997028
large,X-n801-k40.vrp,801,None,20,73333.97393618312,296185.9341575892,4.03886382068067,0.015058486000270932,90494.25464789706,1.2340017837659691,0.09450263600047037,90013.30299696056,1.2274434094529252,2.2417801290011994
large,X-n819-k171.vrp,819,None,358,158148.89835677537,223737.0868308937,1.4147242829738524,0.016003840000848868,193550.44331377637,1.2238494565870262,0.03165792700019665,192500.26816181355,1.2172090363066794,0.05640376399969682
large,X-n837-k142.vrp,837,None,44,193784.91639895606,355167.814017762,1.8327939068619654,0.01636902099926374,263173.8864287721,1.3580720900225332,0.03470410900081333,260881.38381049997,1.346241950397257,0.07804209399910178
large,X-n856-k95.vrp,856,None,9,89013.59855624012,164699.30007470574,1.8502712253639118,0.017241829000340658,104326.32529236219,1.1720268249400934,0.0459220250013459,104326.32529236219,1.1720268249400934,0.22105254499911098
large,X-n876-k59.vrp,876,None,764,99356.19354150473,254719.3592439975,2.5636988512205012,0.018087926999214687,124092.82003637735,1.2489691443799045,0.07368013599989354,122253.4421183497,1.2304561775233462,1.0015959349984769
large,X-n895-k37.vrp,895,None,1816,53898.675359403234,229979.5673518697,4.266887188197792,0.018965724000736373,65703.29291948867,1.2190149847166138,0.14097251999919536,62714.45823887754,1.1635621436090877,4.2375065780015575
large,X-n916-k207.vrp,916,None,33,329222.3593754837,526574.445998195,1.5994492202688695,0.01972432099864818,454996.1907177588,1.3820330781325454,0.03931247599939525,454730.26989247685,1.3812253540588026,0.06732496299991908
large,X-n936-k151.vrp,936,None,138,132768.74131236685,265545.14886609395,2.0000577413123337,0.02052841699878627,200847.52759354058,1.5127621577808275,0.04861717200037674,196948.55687373504,1.4833955261379743,0.18298144299842534
large,X-n957-k87.vrp,957,None,11,85517.72782106075,220344.53366836358,2.576594810019012,0.021275685001455713,112782.91127378585,1.318824928437942,0.06217734100027883,112782.91127378585,1.318824928437942,0.4211913689996436
large,X-n979-k58.vrp,979,None,998,119032.52000804225,328983.9232274222,2.7638154951705203,0.022128683000119054,147142.28883483188,1.2361520097607817,0.14762160500140453,144774.34882228228,1.2162587905599311,3.382280871999683
