Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,Cost_NoOpt,Apx_NoOpt,Execution_time_NoOpt,Cost_2Opt,Apx_2Opt,Execution_time_2Opt,Cost_3Opt,Apx_3Opt,Execution_time_3Opt
small,A-n32-k5.vrp,32,5,100,784.0,1559.125152837149,1.9886800418841186,0.00014670001110062003,914.6650305494419,1.1666645797824513,0.0007036000024527311,885.0418306160853,1.1288798859899047,0.004430899978615344
small,A-n33-k5.vrp,33,5,100,661.0,942.076965984789,1.4252299031539926,0.00011930000619031489,806.5812797180439,1.2202439935220029,0.0005670000100508332,798.7116975969584,1.2083384229908598,0.003352100000483915
small,A-n33-k6.vrp,33,6,100,742.0,1050.3116319385529,1.4155143287581575,0.0001176999940071255,893.1537890108273,1.203711305944511,0.00037560000782832503,875.319778439195,1.1796762512657615,0.0021424000151455402
small,A-n34-k5.vrp,34,5,100,778.0,1036.4696846075794,1.3322232449968887,0.00011870000162161887,913.617661425618,1.1743157601871697,0.0004909999843221158,868.7496584419196,1.1166448051952693,0.0031824999896343797
small,A-n36-k5.vrp,36,5,100,799.0,1188.281185043952,1.4872104944229687,0.0001247999898623675,961.299804318496,1.2031286662309086,0.0006616000027861446,943.4352846905521,1.180770068448751,0.005501899984665215
small,A-n37-k5.vrp,37,5,100,669.0,1055.8665619951767,1.5782758774217887,0.00013080000644549727,854.8534635897364,1.2778078678471396,0.0011869999871123582,839.6461123034506,1.2550764010514956,0.008512100001098588
small,A-n37-k6.vrp,37,6,100,949.0,1476.5709559086126,1.555923030462184,0.00028750000637955964,1146.9924327193967,1.2086327004419353,0.0007474999874830246,1137.0932136375932,1.1982014896075797,0.0038240000139921904
small,A-n38-k5.vrp,38,5,100,730.0,1154.7859502581546,1.581898561997472,0.00013269999180920422,891.5621031669514,1.221317949543769,0.0006848000048194081,878.7654334461328,1.2037882649947025,0.0054179000144358724
small,A-n39-k5.vrp,39,5,100,822.0,1488.8953664088112,1.8113082316408895,0.00013550001312978566,1037.7018387521975,1.262410996048902,0.0007906999962870032,1014.9654208067323,1.2347511202028374,0.005869999993592501
small,A-n39-k6.vrp,39,6,100,831.0,1257.1133277776046,1.5127717542450114,0.00013559998478740454,1027.6627512764096,1.2366579437742595,0.0007112000021152198,989.1805362297355,1.1903496224184542,0.005799899983685464
small,A-n44-k6.vrp,44,6,100,937.0,1684.6679726010532,1.7979380710790323,0.00016230001347139478,1210.8071949386222,1.2922168569248902,0.0006939999875612557,1164.8582750697713,1.2431785219527975,0.005332500004442409
small,A-n45-k6.vrp,45,6,100,944.0,1422.216410970969,1.5065851811133146,0.00015550001990050077,1117.663057048291,1.183965102805393,0.0006144999933894724,1116.0887733978198,1.182297429446843,0.004337799997301772
small,A-n45-k7.vrp,45,7,100,1146.0,1798.9901916166073,1.5697994691244392,0.00015659999917261302,1372.5545760701627,1.1976916021554649,0.0007839000027161092,1345.909820347829,1.1744413790120671,0.004673199990065768
small,A-n46-k7.vrp,46,7,100,914.0,1356.5128459805178,1.4841497220793411,0.00016140000661835074,1084.6834775798247,1.1867434109188455,0.0008701999904587865,1029.451528384232,1.126314582477278,0.009406299999682233
small,A-n48-k7.vrp,48,7,100,1073.0,1684.073641040533,1.5695001314450447,0.0001647000026423484,1176.5835971527617,1.0965364372346336,0.0008730000117793679,1153.363772497331,1.0748963396992832,0.005573999980697408
small,B-n31-k5.vrp,31,5,100,672.0,943.1394631292221,1.4034813439422948,0.00011639998410828412,838.6886796797105,1.2480486304757596,0.0005528000183403492,803.6165443363584,1.1958579528814857,0.004055500001413748
small,B-n34-k5.vrp,34,5,100,788.0,1040.7775438645122,1.320783685107249,0.00012390001211315393,1004.6947493945712,1.2749933367951412,0.0006073999975342304,994.6506311301745,1.2622469938200183,0.005479399987962097
small,B-n35-k5.vrp,35,5,100,955.0,1039.3843015302375,1.0883605251625523,0.00012169999536126852,1004.4484082530803,1.0517784379613406,0.0005831999878864735,1004.0186316482343,1.051328410102863,0.004802000010386109
small,B-n38-k6.vrp,38,6,100,805.0,991.3337419395262,1.231470486881399,0.0001343000039923936,938.1008621723263,1.1653426859283555,0.0005363000091165304,918.4446934035301,1.1409250849733292,0.0031368999916594476
small,B-n39-k5.vrp,39,5,100,549.0,813.8933747494733,1.482501593350589,0.00013130001025274396,617.9522222456452,1.1255960332343264,0.0008696999866515398,613.4472226531526,1.1173902051969993,0.008184800011804327
small,B-n41-k6.vrp,41,6,100,829.0,909.9497881920046,1.0976475128974723,0.00016620001406408846,886.0335371544995,1.0687979941550054,0.000838999985717237,884.3341399985787,1.066748057899371,0.004509699996560812
small,B-n43-k6.vrp,43,6,100,742.0,871.0981675171854,1.173986748675452,0.00014739998732693493,830.613271469823,1.1194248941641818,0.0008022999973036349,817.3484032816764,1.1015477133176232,0.005940000002738088
small,B-n44-k7.vrp,44,7,100,909.0,1298.1066425072465,1.428060112769248,0.00016540000797249377,1221.5574094215776,1.3438475351172472,0.0005139999848324805,1215.7821258078895,1.3374940877974582,0.0033675000013317913
small,B-n45-k5.vrp,45,5,100,751.0,1140.2537531715966,1.5183139190034576,0.00015650002751499414,916.2359586775484,1.2200212499035266,0.0011152000224683434,901.6287329069982,1.2005708826990655,0.010311699996236712
small,B-n45-k6.vrp,45,6,100,678.0,986.5391832036198,1.4550725415982593,0.0001579000090714544,870.7407475616016,1.2842783887339255,0.0008295000006910414,861.4792549228983,1.2706183700927705,0.006108999979915097
