Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,Cost_NoOpt,Apx_NoOpt,Execution_time_NoOpt,Cost_2Opt,Apx_2Opt,Execution_time_2Opt,Cost_3Opt,Apx_3Opt,Execution_time_3Opt
mid,CMT10.vrp,200,None,200,1395.85,2773.175068804432,1.9867285659665668,0.0008641000022180378,1508.7429726214405,1.080877581847219,0.017557400002260692,1418.194863773097,1.016008069472434,0.2364635999983875
mid,CMT11.vrp,121,None,200,1042.11,3343.234592266588,3.208139824266717,0.0005633000109810382,1564.9213753650477,1.5016854030429108,0.02127199999813456,1529.4703576968136,1.467666904354448,0.4629237000044668
mid,CMT12.vrp,101,None,200,819.56,1247.1085588683377,1.521680607726509,0.00040750000334810466,1094.073763416582,1.334952612885673,0.005688500008545816,1041.5504501968494,1.2708654036273725,0.08397069999773521
mid,CMT13.vrp,121,None,200,1541.14,3343.234592266588,2.169325688948822,0.0005844999977853149,1564.9213753650477,1.0154310285665467,0.021048899987363257,1529.4703576968136,0.9924279155020397,0.4784741000039503
mid,CMT14.vrp,101,None,200,866.37,1247.1085588683377,1.4394641537314747,0.00046349999320227653,1094.073763416582,1.2628250786806816,0.005520399994566105,1041.5504501968494,1.2022005034764007,0.08818259999679867
mid,CMT3.vrp,101,None,200,826.14,1387.100616744927,1.679013988845628,0.0004057999904034659,921.1532165871756,1.1150086142629283,0.010812599997734651,858.7818068435147,1.0395112291421729,0.17495810000400525
mid,CMT4.vrp,151,None,200,1028.42,2252.4271415763624,2.1901821644623425,0.0008520999981556088,1210.832097350671,1.177371207629831,0.014779199991608039,1129.911282639642,1.0986866092060072,0.22558939999726135
mid,CMT5.vrp,200,None,200,1291.29,2773.175068804432,2.1476005148374355,0.000890600000275299,1508.7429726214405,1.1683997960345396,0.017470199993113056,1418.194863773097,1.0982775858041935,0.2544937999919057
mid,CMT8.vrp,101,None,200,865.94,1387.100616744927,1.6018437960423666,0.0005146999901626259,921.1532165871756,1.0637610187624726,0.010793000008561648,858.7818068435147,0.9917336153122788,0.16438830000697635
mid,CMT9.vrp,151,None,200,1162.55,2252.4271415763624,1.9374884018548557,0.001049999991664663,1210.832097350671,1.0415312006801178,0.014991299991379492,1129.911282639642,0.9719248915226373,0.22317159999511205
mid,E-n101-k14.vrp,101,14,112,1071.0,1691.9154816842315,1.5797530174455943,0.0007160000095609576,1275.4454322421425,1.1908920935967717,0.0032199999986914918,1236.0687119875515,1.1541257815009818,0.021824499999638647
mid,E-n101-k8.vrp,101,8,200,817.0,1387.100616744927,1.6977975725152106,0.0005538000114029273,921.1532165871756,1.127482517242565,0.011315200012177229,858.7818068435147,1.0511405224522823,0.16405740000482183
mid,F-n135-k7.vrp,135,7,2210,1162.0,2416.6224042778663,2.0797094701186456,0.0006341999978758395,1529.504929369997,1.3162693023838183,0.0372365999937756,1477.42885494849,1.271453403570129,1.214866099995561
mid,Golden_1.vrp,241,None,550,5627.54,14495.071469485369,2.5757385055433404,0.0011454000050434843,6084.77235582124,1.08124906367991,0.11599079999723472,5723.854886262113,1.0171149181102423,5.001525199986645
mid,Golden_17.vrp,241,None,200,707.79,1245.4003350624955,1.7595619252355863,0.0007311999943340197,803.0148529758733,1.1345382853330412,0.013857700003427453,757.6160637825609,1.0703966766732518,0.19671519999974407
mid,Golden_5.vrp,201,None,900,6460.98,15988.036113225498,2.4745527943478387,0.0006620999920414761,7621.795870955887,1.1796656035084288,0.15664580000157002,7115.002335388399,1.1012264912425669,14.427383899994311
mid,M-n101-k10.vrp,101,10,200,820.0,1247.1085588683377,1.5208640961808997,0.00034389999927952886,1094.073763416582,1.3342362968494903,0.0034961000055773184,1041.5504501968494,1.2701834758498163,0.05341339998994954
mid,M-n121-k7.vrp,121,7,200,1034.0,3343.234592266588,3.2333023136040504,0.0004067999980179593,1564.9213753650477,1.5134636125387309,0.013794899990898557,1529.4703576968136,1.4791782956448873,0.3025928999995813
mid,M-n151-k12.vrp,151,12,200,1053.0,2264.58233596809,2.1506005089915385,0.0006313999911071733,1207.1555056872453,1.1463964916308123,0.01001410000026226,1122.0697254289066,1.065593281508933,0.16723330000240821
mid,M-n200-k16.vrp,200,None,200,1274.0,2788.087356499641,2.1884516142069397,0.0008784999954514205,1516.288071552921,1.190179020057238,0.01451979999546893,1418.194863773097,1.113182781611536,0.14188989999820478
mid,M-n200-k17.vrp,200,17,200,1275.0,2788.087356499641,2.186735181568346,0.0013256999955046922,1516.288071552921,1.1892455463160165,0.011517799997818656,1418.194863773097,1.1123096970769388,0.13766259999829344
mid,P-n101-k4.vrp,101,4,400,681.0,1216.2146963882997,1.7859246642999995,0.00038660000427626073,788.1522830168792,1.157345496353714,0.02236980000452604,713.2712246030273,1.0473879950117877,1.4319070000055945
mid,tai100a.vrp,101,None,1409,2041.34,3855.1028483957616,1.8885158025589865,0.000344299987773411,2752.903911816082,1.3485768719645341,0.003944900003261864,2739.2284374779415,1.3418776085698323,0.02952749999531079
mid,tai100b.vrp,101,None,1842,1939.9,3202.8096360665577,1.6510179061119425,0.0003628999984357506,2346.8468997608297,1.2097772564363265,0.004879999993136153,2280.4207680613176,1.1755352173108498,0.13177249999716878
mid,tai100c.vrp,101,None,2043,1406.2,3107.139836348741,2.2096002249671036,0.00047720001020934433,2152.821635928595,1.5309498193205766,0.003853400005027652,2113.282229138957,1.5028319080777677,0.05476959999941755
mid,tai100d.vrp,101,None,1297,1580.46,3693.6669761703233,2.3370834922556236,0.00039709999691694975,1931.9286985108238,1.222383798711023,0.008578399996622466,1876.1655004001361,1.187100907583954,0.10922959999879822
mid,tai150a.vrp,151,None,1544,3055.23,5544.295791171098,1.8146901513703053,0.0005573000089498237,3888.570923467397,1.2727588179833913,0.006209500003024004,3859.9272072779772,1.2633835119706134,0.08734339999500662
mid,tai150b.vrp,151,None,1918,2646.47,5933.259595897975,2.2419523349586337,0.0005095999949844554,3555.4210981924098,1.3434579262914033,0.00815770000917837,3469.518797387914,1.310998725618622,0.1357748000009451
mid,tai150c.vrp,151,None,2021,2358.66,5012.6388684806625,2.1252062054220033,0.0006048999930499122,3333.0757121187244,1.4131225832119614,0.0068842000036966056,3260.525957472513,1.3823636969603559,0.09282259999599773
mid,tai150d.vrp,151,None,1874,2645.39,4997.698501309615,1.8892104760771058,0.0005535999953281134,3492.8768501466543,1.3203636704405228,0.017923099992913194,3412.045821083761,1.2898082404045381,0.47882610000669956
mid,X-n101-k25.vrp,101,None,206,27591.0,37820.66581456943,1.3707609660602889,0.0004123999970033765,35068.893079730304,1.271026533280066,0.0006252000021049753,35007.76135971941,1.2688108933971007,0.0015490000077988952
mid,X-n106-k14.vrp,106,None,600,26362.0,41408.29230905716,1.5707568587002942,0.0008019999950192869,30872.656796418985,1.1711044987640917,0.002929700000095181,30752.111347497612,1.166531801361718,0.015406599995912984
mid,X-n110-k13.vrp,110,None,66,14971.0,24575.828819177466,1.6415622750101841,0.00046179999480955303,16858.09074118429,1.1260497455870877,0.0029504999984055758,16132.169175063995,1.0775612300490278,0.02308650000486523
mid,X-n115-k10.vrp,115,None,169,12747.0,27493.9928338913,2.1568991004857065,0.0004369000089354813,16680.042915920327,1.3085465533788598,0.006193300010636449,15948.038992180676,1.2511209690264906,0.11440109999966808
mid,X-n120-k6.vrp,120,None,21,13332.0,46254.83954342709,3.469459911748207,0.0007383999909507111,14877.138536562183,1.1158969799401577,0.0201455999922473,14461.114746913092,1.0846920752260045,0.33616979999351315
mid,X-n125-k30.vrp,125,None,188,55539.0,73654.54398098048,1.3261769924013842,0.0005245999927865341,71225.18403809438,1.2824354784582794,0.0015851000061957166,71133.112775241,1.2807777017094473,0.006674000003840774
mid,X-n129-k18.vrp,129,None,39,28940.0,55283.76930421363,1.91028919503157,0.0008121999999275431,37822.95193493875,1.306943743432576,0.002335299999685958,37671.07956487787,1.301695907563161,0.019023000000743195
