Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,Cost_NoOpt,Apx_NoOpt,Execution_time_NoOpt,Cost_2Opt,Apx_2Opt,Execution_time_2Opt,Cost_3Opt,Apx_3Opt,Execution_time_3Opt
mid,X-n134-k13.vrp,134,None,643,10916.0,24651.719147112417,2.2583106584016504,0.0005729000113205984,14743.857523313702,1.3506648518975541,0.005734799997298978,14579.838197608882,1.335639263247424,0.19527219999872614
mid,X-n139-k10.vrp,139,None,106,13590.0,27606.46339476167,2.0313806765829043,0.0007041000062599778,15873.897352363569,1.1680572003210867,0.010441299993544817,14838.680524072934,1.0918823049354625,0.18075049998878967
mid,X-n143-k7.vrp,143,None,1190,15700.0,51076.71770407302,3.253294121278536,0.000822000001790002,18745.86231484026,1.1940039690981057,0.02354479998757597,17762.518120866116,1.1313705809468864,0.7701449000014691
mid,X-n148-k46.vrp,148,None,18,43448.0,64096.26442644726,1.4752408494394968,0.0006565000076079741,57341.7321845254,1.3197784060146704,0.0008308000105898827,57254.157769713034,1.317762791606358,0.0023972999915713444
mid,X-n153-k22.vrp,153,None,144,21220.0,36059.87586585358,1.6993343951863138,0.0006420999998226762,28176.323780272658,1.327819216789475,0.0044756999996025115,28121.160988004627,1.3252196507070984,0.05271010000433307
mid,X-n157-k13.vrp,157,None,12,16876.0,26424.828200593147,1.565822955711848,0.0010621000110404566,18333.70821365626,1.0863775902853912,0.008677600009832531,17718.386836539874,1.0499162619423958,0.10016679999534972
mid,X-n162-k11.vrp,162,None,1174,14138.0,29676.303751738636,2.099045391974723,0.0008833999891066924,16483.8416918045,1.1659245785687156,0.014784099999815226,15058.952181759187,1.0651402024161258,0.21934179999516346
mid,X-n167-k10.vrp,167,None,133,20557.0,63081.35896281501,3.0686072366014012,0.0006995000003371388,24265.568204719224,1.1804041545322383,0.017428699997253716,23571.873269914566,1.146659204646328,0.34210320000420325
mid,X-n172-k51.vrp,172,None,161,45607.0,69385.16123283758,1.5213708692270391,0.0007747999916318804,61100.17284252041,1.3397104138075386,0.0022738999978173524,60887.862989450296,1.3350552105915823,0.009932900007697754
mid,X-n176-k26.vrp,176,None,142,47812.0,95140.22903426594,1.989881808631012,0.0009592999995220453,69799.56426169063,1.459875434235979,0.003844500010018237,69661.96484027541,1.4569975077444033,0.030990899991593324
mid,X-n181-k23.vrp,181,None,8,25569.0,40559.811800291594,1.5862885447335286,0.0007772999961161986,28720.02874804822,1.1232362919178778,0.0036506000033114105,28450.840137834617,1.1127083631676882,0.03175699998973869
mid,X-n186-k15.vrp,186,None,974,24145.0,58543.511585563756,2.4246639712389215,0.0006928000075276941,28652.55925109412,1.1866870677611978,0.00901270000031218,27968.490401411338,1.1583553697002005,0.15041599998949096
mid,X-n190-k8.vrp,190,None,138,16980.0,53539.57275275713,3.1530961574061913,0.0007468000112567097,19460.136469971938,1.1460622184906912,0.04574130001128651,18817.31262719618,1.1082045127912945,1.1910616000095615
mid,X-n195-k51.vrp,195,None,181,44225.0,66134.36214899497,1.4954067190275855,0.0008846999990055338,59432.56325347204,1.3438680215595713,0.0011565000022528693,59367.44921936571,1.3423956861360251,0.0027097999991383404
mid,X-n200-k36.vrp,200,None,402,58578.0,80237.17220521842,1.3697492609037252,0.0008668000082252547,68365.87825877547,1.1670913697766305,0.0031987999973353,68181.31429725404,1.1639406312481484,0.01772319999872707
mid,X-n204-k19.vrp,204,None,836,19565.0,42485.12116105846,2.1714858758527193,0.0009767000010469928,23702.53493392499,1.2114763574712493,0.010477700008777902,22789.549775479147,1.1648121531039686,0.11392150000028778
mid,X-n209-k16.vrp,209,None,101,30656.0,84697.56547624036,2.762838122267757,0.0011346000101184472,36669.055425495855,1.196146119046707,0.014816499999142252,36219.54177326123,1.1814829649419765,0.19246849999763072
mid,X-n214-k11.vrp,214,None,944,10856.0,33548.92452936743,3.0903578232652387,0.0008826999983284622,13501.379228319502,1.2436790003978908,0.02768169999762904,13092.618441259001,1.2060260170651254,0.7292251999897417
mid,X-n219-k73.vrp,219,None,3,117595.0,158122.46966402145,1.3446359935713377,0.000942300001042895,145726.01662536996,1.2392194959425993,0.0010124999971594661,145726.01662536996,1.2392194959425993,0.0025215999921783805
mid,X-n223-k34.vrp,223,None,37,40437.0,64182.28110572043,1.5872166853555019,0.0009166999952867627,50031.344216559264,1.2372664692375612,0.0031989999988581985,49929.159433429566,1.2347394572651178,0.021787399993627332
mid,X-n228-k23.vrp,228,None,154,25742.0,51368.108999099204,1.9954979799199442,0.001181300001917407,33571.969300943696,1.304170977427694,0.012658999999985099,33180.83476166559,1.2889765659880967,0.2039513000054285
mid,X-n233-k16.vrp,233,None,631,19230.0,42957.65082199238,2.2338871982315327,0.0011427999997977167,22450.043963211945,1.167448984046383,0.03984069998841733,21414.525941727916,1.1135998929655702,0.9507445000053849
mid,X-n237-k14.vrp,237,None,18,27042.0,89337.97247769903,3.3036747458656546,0.0009396999957971275,33044.389747024434,1.2219654517796181,0.02689680000185035,32140.667514520137,1.1885462434183913,0.6005417999986093
mid,X-n242-k48.vrp,242,None,28,82751.0,135668.72988767657,1.6394814550600787,0.000991799999610521,113468.7664957589,1.3712071938195176,0.0022938999900361523,113440.11265568319,1.3708609280332948,0.008648400005768053
mid,X-n247-k50.vrp,247,None,134,37274.0,61692.623336893026,1.6551114271849823,0.001763699998264201,53076.76118128316,1.4239620427451618,0.004932299998472445,52942.16168572928,1.4203509600721491,0.048088399998960085
