Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,Cost_NoOpt,Apx_NoOpt,Execution_time_NoOpt,Cost_2Opt,Apx_2Opt,Execution_time_2Opt,Cost_3Opt,Apx_3Opt,Execution_time_3Opt
small,A-n32-k5.vrp,32,5,100,784.0,1559.125152837149,1.9886800418841186,0.00022810000518802553,914.6650305494419,1.1666645797824513,0.0011802999943029135,885.0418306160853,1.1288798859899047,0.007308500004000962
small,A-n33-k5.vrp,33,5,100,661.0,942.076965984789,1.4252299031539926,0.0002099999983329326,806.5812797180439,1.2202439935220029,0.0009625999955460429,798.7116975969584,1.2083384229908598,0.005465800000820309
small,A-n33-k6.vrp,33,6,100,742.0,1050.3116319385529,1.4155143287581575,0.0001934000028995797,893.1537890108273,1.203711305944511,0.0005951000057393685,875.319778439195,1.1796762512657615,0.003971900005126372
small,A-n34-k5.vrp,34,5,100,778.0,1036.4696846075794,1.3322232449968887,0.00020120000408496708,913.617661425618,1.1743157601871697,0.0007970000006025657,868.7496584419196,1.1166448051952693,0.006558000008226372
small,A-n36-k5.vrp,36,5,100,799.0,1188.281185043952,1.4872104944229687,0.00030189999961294234,961.299804318496,1.2031286662309086,0.0010812999971676618,943.4352846905521,1.180770068448751,0.00900510000064969
small,A-n37-k5.vrp,37,5,100,669.0,1055.8665619951767,1.5782758774217887,0.000371300004189834,854.8534635897364,1.2778078678471396,0.0020880000083707273,839.6461123034506,1.2550764010514956,0.014167599991196766
small,A-n37-k6.vrp,37,6,100,949.0,1476.5709559086126,1.555923030462184,0.00021389999892562628,1146.9924327193967,1.2086327004419353,0.0007760000007692724,1137.0932136375932,1.1982014896075797,0.006865499992272817
small,A-n38-k5.vrp,38,5,100,730.0,1154.7859502581546,1.581898561997472,0.00022339999850373715,891.5621031669514,1.221317949543769,0.0010976000048685819,878.7654334461328,1.2037882649947025,0.00953029999800492
small,A-n39-k5.vrp,39,5,100,822.0,1488.8953664088112,1.8113082316408895,0.00022649999300483614,1037.7018387521975,1.262410996048902,0.0013120000076014549,1014.9654208067323,1.2347511202028374,0.010100300001795404
small,A-n39-k6.vrp,39,6,100,831.0,1257.1133277776046,1.5127717542450114,0.0002508000034140423,1027.6627512764096,1.2366579437742595,0.0011737000022549182,989.1805362297355,1.1903496224184542,0.00949699999182485
small,A-n44-k6.vrp,44,6,100,937.0,1684.6679726010532,1.7979380710790323,0.000251600009505637,1210.8071949386222,1.2922168569248902,0.001164400004199706,1164.8582750697713,1.2431785219527975,0.009038699994562194
small,A-n45-k6.vrp,45,6,100,944.0,1422.216410970969,1.5065851811133146,0.000458399998024106,1117.663057048291,1.183965102805393,0.001428399991709739,1116.0887733978198,1.182297429446843,0.006971499999053776
small,A-n45-k7.vrp,45,7,100,1146.0,1798.9901916166073,1.5697994691244392,0.000258400003076531,1372.5545760701627,1.1976916021554649,0.0012623000075109303,1345.909820347829,1.1744413790120671,0.007676799999899231
small,A-n46-k7.vrp,46,7,100,914.0,1356.5128459805178,1.4841497220793411,0.00026020000223070383,1084.6834775798247,1.1867434109188455,0.0014019999944139272,1029.451528384232,1.126314582477278,0.01614530000369996
small,A-n48-k7.vrp,48,7,100,1073.0,1684.073641040533,1.5695001314450447,0.0002889000024879351,1176.5835971527617,1.0965364372346336,0.001418899992131628,1153.363772497331,1.0748963396992832,0.009297199998400174
small,B-n31-k5.vrp,31,5,100,672.0,943.1394631292221,1.4034813439422948,0.0001883000077214092,838.6886796797105,1.2480486304757596,0.0011092000058852136,803.6165443363584,1.1958579528814857,0.007064699995680712
small,B-n34-k5.vrp,34,5,100,788.0,1040.7775438645122,1.320783685107249,0.00020759999461006373,1004.6947493945712,1.2749933367951412,0.000997399998595938,994.6506311301745,1.2622469938200183,0.00967349999700673
small,B-n35-k5.vrp,35,5,100,955.0,1039.3843015302375,1.0883605251625523,0.00024280000070575625,1004.4484082530803,1.0517784379613406,0.00149119998968672,1004.0186316482343,1.051328410102863,0.013099600007990375
small,B-n38-k6.vrp,38,6,100,805.0,991.3337419395262,1.231470486881399,0.00022270000772550702,938.1008621723263,1.1653426859283555,0.0008708999957889318,918.4446934035301,1.1409250849733292,0.0052174000011291355
small,B-n39-k5.vrp,39,5,100,549.0,813.8933747494733,1.482501593350589,0.00024870000197552145,617.9522222456452,1.1255960332343264,0.001821500001824461,613.4472226531526,1.1173902051969993,0.013613400005851872
small,B-n41-k6.vrp,41,6,100,829.0,909.9497881920046,1.0976475128974723,0.0002961999998660758,886.0335371544995,1.0687979941550054,0.001217900004121475,884.3341399985787,1.066748057899371,0.007178800005931407
small,B-n43-k6.vrp,43,6,100,742.0,871.0981675171854,1.173986748675452,0.00024189999385271221,830.613271469823,1.1194248941641818,0.0013135000044712797,817.3484032816764,1.1015477133176232,0.009748399999807589
small,B-n44-k7.vrp,44,7,100,909.0,1298.1066425072465,1.428060112769248,0.00024389999452978373,1221.5574094215776,1.3438475351172472,0.0008347999973921105,1215.7821258078895,1.3374940877974582,0.005692199993063696
small,B-n45-k5.vrp,45,5,100,751.0,1140.2537531715966,1.5183139190034576,0.0003176000027451664,916.2359586775484,1.2200212499035266,0.0018847000028472394,901.6287329069982,1.2005708826990655,0.01717829999688547
small,B-n45-k6.vrp,45,6,100,678.0,986.5391832036198,1.4550725415982593,0.0002671999973244965,870.7407475616016,1.2842783887339255,0.0014149000053294003,861.4792549228983,1.2706183700927705,0.010113900003489107
