Size,Instance_Name,Optimal_Cost,Sw_cost,Apx,Execution_time
small,A-n32-k5.vrp,784.0,914.6650305494419,1.1666645797824513,0.0008085000008577481
small,A-n33-k5.vrp,661.0,806.5812797180439,1.2202439935220029,0.0006367000023601577
small,A-n33-k6.vrp,742.0,893.1537890108273,1.203711305944511,0.00042350000876467675
small,A-n34-k5.vrp,778.0,913.617661425618,1.1743157601871697,0.0005340000061551109
small,A-n36-k5.vrp,799.0,961.299804318496,1.2031286662309086,0.0007033000001683831
small,A-n37-k5.vrp,669.0,854.8534635897364,1.2778078678471396,0.0012051000085193664
small,A-n37-k6.vrp,949.0,1146.9924327193967,1.2086327004419353,0.0005368999991333112
small,A-n38-k5.vrp,730.0,891.5621031669514,1.221317949543769,0.0007263000006787479
small,A-n39-k5.vrp,822.0,1037.7018387521975,1.262410996048902,0.000870300005772151
small,A-n39-k6.vrp,831.0,1027.6627512764096,1.2366579437742595,0.0014858000067761168
small,A-n44-k6.vrp,937.0,1210.8071949386222,1.2922168569248902,0.0007628000021213666
small,A-n45-k6.vrp,944.0,1117.663057048291,1.183965102805393,0.0006836999964434654
small,A-n45-k7.vrp,1146.0,1372.5545760701627,1.1976916021554649,0.0008442000107606873
small,A-n46-k7.vrp,914.0,1084.6834775798247,1.1867434109188455,0.000928700013901107
small,A-n48-k7.vrp,1073.0,1176.5835971527617,1.0965364372346336,0.0009224999957950786
small,B-n31-k5.vrp,672.0,838.6886796797105,1.2480486304757596,0.000610999995842576
small,B-n34-k5.vrp,788.0,1004.6947493945712,1.2749933367951412,0.0006578000029549003
small,B-n35-k5.vrp,955.0,1004.4484082530803,1.0517784379613406,0.000641100006760098
small,B-n38-k6.vrp,805.0,938.1008621723263,1.1653426859283555,0.0005972999933874235
small,B-n39-k5.vrp,549.0,617.9522222456452,1.1255960332343264,0.0009185000089928508
small,B-n41-k6.vrp,829.0,886.0335371544995,1.0687979941550054,0.0005774000019300729
small,B-n43-k6.vrp,742.0,830.613271469823,1.1194248941641818,0.0014841000083833933
small,B-n44-k7.vrp,909.0,1221.5574094215776,1.3438475351172472,0.0005957000103080645
small,B-n45-k5.vrp,751.0,916.2359586775484,1.2200212499035266,0.0012171000125817955
small,B-n45-k6.vrp,678.0,870.7407475616016,1.2842783887339255,0.0009000999998534098
small,B-n50-k7.vrp,741.0,797.54817436911,1.0763133257342916,0.0010337999992771074
small,B-n50-k8.vrp,1312.0,1578.830663163912,1.2033770298505426,0.0016112999874167144
small,E-n22-k4.vrp,375.0,441.7964489067805,1.1781238637514146,0.0002615999983390793
small,E-n23-k3.vrp,569.0,750.5727799090989,1.3191085762901562,0.0004268000047886744
small,E-n30-k3.vrp,534.0,583.2850389399086,1.092294080411814,0.0009318999946117401
small,E-n33-k4.vrp,835.0,947.8427211146186,1.1351409833708008,0.0013841000036336482
small,F-n45-k4.vrp,724.0,917.7992691860225,1.2676785485994786,0.0016548999992664903
small,P-n16-k8.vrp,450.0,596.6741051276423,1.325942455839205,0.00011190000805072486
small,P-n19-k2.vrp,212.0,249.6088341771041,1.1774001612127551,0.0006064999906811863
small,P-n20-k2.vrp,216.0,250.49866574074304,1.1597160450960327,0.0006662000087089837
small,P-n21-k2.vrp,211.0,254.8601953993836,1.2078682246416284,0.0007651000050827861
small,P-n22-k2.vrp,216.0,254.86030078060892,1.1799087999102265,0.0008833000028971583
small,P-n22-k8.vrp,603.0,689.8491454966089,1.1440284336593847,0.00016290000348817557
small,P-n23-k8.vrp,529.0,690.0785546415675,1.3044963225738517,0.00014509999891743064
small,P-n40-k5.vrp,458.0,560.167543811472,1.2230732397630393,0.00104010000359267
small,P-n45-k5.vrp,510.0,573.0286913725122,1.123585669357867,0.001480000006267801
small,P-n50-k10.vrp,696.0,806.3231728794292,1.158510305861249,0.0005109000048832968
small,P-n50-k7.vrp,554.0,635.9679815218628,1.1479566453463228,0.0009180999913951382
small,P-n50-k8.vrp,631.0,697.3865487790029,1.105208476670369,0.0006527999939862639
small,VRPExemple.vrp,None,115.57908950145404,None,0.00011749999248422682
