Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,CW_cost,APX,Execution_time,Status,Used_Truck
mid,CMT10.vrp,200,None,200,1395.853467656216,1424.3087692858205,1.0203855936808208,0.07979628800001137,Finished86400,17
mid,CMT11.vrp,121,None,200,1042.1150274399192,1071.9485927080987,1.028627900454971,0.029413876000006667,Finished86400,7
mid,CMT12.vrp,101,None,200,819.5575441874688,838.8666560066699,1.0235604100726627,0.014264948999993976,Finished86400,10
mid,CMT13.vrp,121,None,200,1541.1416027574185,1071.9485927080987,0.6955548995563826,0.029049001000004182,Finished86400,7
mid,CMT14.vrp,101,None,200,866.3652093737874,838.8666560066699,0.9682598596185625,0.014784302999999,Finished86400,10
mid,CMT3.vrp,101,None,200,826.1369729550208,877.9347810906722,1.0626988136729616,0.019038740000013377,Finished86400,8
mid,CMT4.vrp,151,None,200,1028.4242880993547,1096.2630384357528,1.0659637769366297,0.03832354200000054,Finished86400,12
mid,CMT5.vrp,200,None,200,1291.2891464211025,1424.3087692858205,1.1030130418376016,0.07824457400002416,Finished86400,17
mid,CMT8.vrp,101,None,200,865.9445056375685,877.9347810906722,1.0138464709632584,0.014153679999992619,Finished86400,8
mid,CMT9.vrp,151,None,200,1162.5470444474113,1096.2630384357528,0.9429838075557924,0.03768138099999874,Finished86400,12
mid,E-n101-k14.vrp,101,14,112,1082.650162207119,1143.4485955492578,1.056157044504749,0.016199767999978576,Finished86400,14
mid,E-n101-k8.vrp,101,8,200,826.9079628529653,877.9347810906722,1.061707977828217,0.013948938999988059,Finished86400,8
mid,F-n135-k7.vrp,135,7,2210,1170.6531100619734,1232.3117698722963,1.0526703079506265,0.030525922000009587,Finished86400,7
mid,Golden_1.vrp,241,None,550,5623.468314507381,5694.031562174052,1.0125479941773001,0.11577032299999246,Finished86400,9
mid,Golden_17.vrp,241,None,200,707.7560011421995,762.1508664685515,1.076855392590904,0.11949094499999546,Finished86400,22
mid,Golden_5.vrp,201,None,900,6460.97951921498,7538.536872289564,1.1667792553543814,0.07128041999999368,Finished86400,5
mid,M-n101-k10.vrp,101,10,200,819.8108473050876,838.8666560066699,1.0232441529216445,0.01483645000001843,Finished86400,10
mid,M-n121-k7.vrp,121,7,200,1045.160491205303,1071.9485927080987,1.0256306105408777,0.02945392500001276,Finished86400,7
mid,M-n151-k12.vrp,151,12,200,1030.7562527704383,1111.620139570005,1.0784510271775922,0.03984534099998882,Finished86400,12
mid,M-n200-k16.vrp,200,16,200,1294.6662430341767,1422.0073758013257,1.0983582706757786,0.07997344000000339,Finished86400,17
mid,M-n200-k17.vrp,200,17,200,1294.8940205956042,1422.0073758013257,1.09816506461838,0.08000418400001763,Finished86400,17
mid,ORTEC-n242-k12.vrp,242,12,125,123750.0,132576.0,1.0713212121212121,0.1654608679999967,Finished86400,13
mid,P-n101-k4.vrp,101,4,400,692.2768742727131,771.9477769412274,1.115085315759268,0.013258710999991763,Finished86400,4
mid,tai100a.vrp,101,None,1409,None,2156.165982212228,None,0.017656881999982943,Finished86400,12
mid,tai100b.vrp,101,None,1842,None,2043.700152385777,None,0.02423535199997673,Finished86400,12
mid,tai100c.vrp,101,None,2043,None,1466.8345855531882,None,0.018478853000004847,Finished86400,11
mid,tai100d.vrp,101,None,1297,None,1688.7665060958968,None,0.017966141000016478,Finished86400,12
mid,tai150a.vrp,151,None,1544,None,3381.5836551276684,None,0.04718121400000541,Finished86400,16
mid,tai150b.vrp,151,None,1918,None,2905.558120943422,None,0.04577285199999892,Finished86400,14
mid,tai150c.vrp,151,None,2021,None,2440.5760804379233,None,0.04984855799997945,Finished86400,16
mid,tai150d.vrp,151,None,1874,None,2814.110489154123,None,0.04776956699998891,Finished86400,15
mid,X-n101-k25.vrp,101,25,206,27598.4007834456,29023.837292527147,1.0516492430219568,0.023896616000001814,Finished86400,28
mid,X-n106-k14.vrp,106,14,600,26362.240374476234,27872.210338645276,1.0572777557111948,0.024093405999991546,Finished86400,14
mid,X-n110-k13.vrp,110,13,66,14979.427094468716,15928.897363451528,1.0633849521076417,0.018759950999992725,Finished86400,13
mid,X-n115-k10.vrp,115,10,169,12751.640005756142,13651.018710964046,1.0705304341090183,0.019894839000016873,Finished86400,11
mid,X-n120-k6.vrp,120,6,21,13329.4178091839,14880.38637223983,1.1163568120722662,0.029186939999988226,Finished86400,6
mid,X-n125-k30.vrp,125,30,188,55546.20080627722,58275.30312314764,1.0491321148387525,0.042266965999999684,Finished86400,32
mid,X-n129-k18.vrp,129,18,39,28946.534546376366,29962.411530916914,1.035094943158497,0.03922075200000563,Finished86400,18
mid,X-n134-k13.vrp,134,13,643,10919.846711469087,11651.369740598373,1.0669902287511939,0.04085720699998774,Finished86400,14
mid,X-n139-k10.vrp,139,10,106,13595.955750386658,14672.487089460737,1.079180262045459,0.03107620399998723,Finished86400,11
mid,X-n143-k7.vrp,143,7,1190,15697.056595993054,17717.097956519006,1.1286891811960214,0.04590099199998576,Finished86400,7
mid,X-n148-k46.vrp,148,46,18,43452.94926360666,45150.09734338396,1.0390571436125446,0.071291623999997,Finished86400,48
mid,X-n153-k22.vrp,153,22,144,21226.867128671347,22642.309386489105,1.0666816374379573,0.05727028900000164,Finished86400,25
mid,X-n157-k13.vrp,157,13,12,16886.34634255687,18022.5804729308,1.0672871506555803,0.0585883029999934,Finished86400,13
mid,X-n162-k11.vrp,162,11,1174,14138.581489418759,15025.222435311565,1.0627107426976579,0.04554231899999195,Finished86400,11
mid,X-n167-k10.vrp,167,10,133,20558.33328675831,22015.01374515269,1.0708559608444832,0.06836050300000807,Finished86400,10
mid,X-n172-k51.vrp,172,51,161,45612.13671476604,48289.51525321484,1.0586988185883879,0.10184444399999393,Finished86400,56
mid,X-n176-k26.vrp,176,26,142,47815.81734293499,52552.42304922071,1.0990593901661199,0.10026525099999617,Finished86400,29
mid,X-n181-k23.vrp,181,23,8,25575.6800061908,26417.157358287117,1.0329014654504838,0.08787047100000223,Finished86400,23
mid,X-n186-k15.vrp,186,15,974,24154.291268175097,25611.433394485015,1.0603264285477008,0.09620485499999631,Finished86400,15
mid,X-n190-k8.vrp,190,8,138,16985.85965815717,17980.28953812675,1.0585445717780921,0.10453853599997842,Finished86400,8
mid,X-n195-k51.vrp,195,51,181,44229.3103670945,45725.8446975914,1.0338358052177608,0.1268197190000251,Finished86400,54
mid,X-n200-k36.vrp,200,36,402,58581.48464689695,61208.10799266723,1.0448370907907574,0.1380688179999936,Finished86400,37
mid,X-n204-k19.vrp,204,19,836,19568.426556886145,21339.34166245795,1.0904985947860288,0.09029419699999153,Finished86400,19
mid,X-n209-k16.vrp,209,16,101,30660.39401012465,32959.92118925546,1.074999922648465,0.1272753779999789,Finished86400,16
mid,X-n214-k11.vrp,214,11,944,10868.369072249128,11871.216588324338,1.09227212559756,0.13741977699999097,Finished86400,12
mid,X-n219-k73.vrp,219,73,3,117601.29001838483,118368.80035760731,1.0065263768713975,0.2247140290000118,Finished86400,73
mid,X-n223-k34.vrp,223,34,37,40437.947509756355,42357.69533275638,1.0474739184657396,0.15693445200000156,Finished86400,35
mid,X-n228-k23.vrp,228,23,154,25746.626508506168,27460.373455392404,1.0665619997369382,0.14213371299999267,Finished86400,24
mid,X-n233-k16.vrp,233,16,631,19239.224070740955,20817.67960685755,1.0820436172640202,0.11468307499998787,Finished86400,17
mid,X-n237-k14.vrp,237,14,18,27050.769538670516,29383.269415674797,1.0862267475854928,0.17453116400000113,Finished86400,14
mid,X-n242-k48.vrp,242,48,28,82757.21927576141,85490.41876899563,1.0330267198095036,0.24742865999999708,Finished86400,49
mid,X-n247-k50.vrp,247,50,134,37282.91645455028,40739.427568776046,1.092710319978305,0.2544737220000002,Finished86400,57
