Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,CW_cost,APX,Execution_time,Status,Used_Truck
mid_large,Golden_10.vrp,324,None,1000,735.4274460162404,813.5437215290533,1.106218874391979,0.42072944699998516,Finished86400,16
mid_large,Golden_11.vrp,400,None,1000,911.9802546729934,1019.7040353438787,1.1181207379424147,0.7688133020000123,Finished86400,18
mid_large,Golden_12.vrp,484,None,1000,1100.6653917149429,1238.71002085995,1.1254192511040255,1.3100629710000078,Finished86400,20
mid_large,Golden_13.vrp,253,None,1000,857.1887449794051,947.9273923894507,1.105856088220367,0.1525963979999858,Finished86400,28
mid_large,Golden_14.vrp,321,None,1000,1080.5525732535093,1181.3493644330738,1.0932826348986135,0.3015258460000041,Finished86400,32
mid_large,Golden_15.vrp,397,None,1000,1337.2677786614804,1446.8891259035786,1.08197411841615,0.5062584830000105,Finished86400,34
mid_large,Golden_16.vrp,481,None,1000,1611.2770526552179,1769.432405807954,1.0981552817947182,0.8643951720000018,Finished86400,40
mid_large,Golden_18.vrp,301,None,200,995.1332487054715,1076.6373602416782,1.081902711664224,0.24055634499998746,Finished86400,28
mid_large,Golden_19.vrp,361,None,200,1365.6035342978782,1459.8411293825488,1.0690080193246736,0.40693023500000436,Finished86400,33
mid_large,Golden_2.vrp,321,None,700,8404.611623286655,8898.461856654338,1.0587594353556293,0.26132382800000187,Finished86400,10
mid_large,Golden_20.vrp,421,None,200,1817.59,1958.1072808888907,1.07730966878608,0.6491123769999945,Finished86400,38
mid_large,Golden_3.vrp,401,None,900,10997.760007936988,12985.659319409691,1.1807549273704876,0.4832322389999888,Finished86400,10
mid_large,Golden_4.vrp,481,None,1000,13588.647622235947,16999.22800923392,1.2509874773275473,0.7977541500000029,Finished86400,11
mid_large,Golden_6.vrp,281,None,900,8400.332070493927,10560.394959936955,1.2571401786639156,0.18048012799999924,Finished86400,7
mid_large,Golden_7.vrp,361,None,900,10102.681504546768,11990.558779205836,1.1868689291857233,0.35072231300000567,Finished86400,9
mid_large,Golden_8.vrp,441,None,900,11635.343785727806,13002.549221109099,1.1175045155999894,0.6043408759999807,Finished86400,10
mid_large,Golden_9.vrp,256,None,1000,579.702137615176,645.2476166408602,1.1130675130771992,0.21802472499999226,Finished86400,15
mid_large,Loggi-n401-k23.vrp,401,23,100,336903.0,347633.0,1.0318489298106577,0.8389298639999936,Finished86400,23
mid_large,ORTEC-n323-k21.vrp,323,21,100,214071.0,230773.0,1.0780208435519056,0.29972400899998775,Finished86400,24
mid_large,ORTEC-n405-k18.vrp,405,18,160,200986.0,215135.0,1.0703979381648474,0.49056001300002094,Finished86400,19
mid_large,ORTEC-n455-k41.vrp,455,41,70,292485.0,305284.0,1.0437595090346514,0.9201103529999841,Finished86400,43
mid_large,tai385.vrp,386,None,65,None,25722.35544998037,None,0.679784393999995,Finished86400,49
mid_large,X-n251-k28.vrp,251,28,69,38690.425121260014,41120.6370468094,1.0628117142143783,0.21956544600001848,Finished86400,28
mid_large,X-n256-k16.vrp,256,16,1225,18847.64536111926,20952.328215184614,1.111668211797273,0.13221822799999927,Finished86400,17
mid_large,X-n261-k13.vrp,261,13,1081,26564.880001915062,28915.371815183425,1.088481175638622,0.24003385100002106,Finished86400,13
mid_large,X-n266-k58.vrp,266,58,35,75489.08620023358,78995.4721637419,1.0464489125515135,0.35657261699998344,Finished86400,61
mid_large,X-n270-k35.vrp,270,35,585,35290.73392868522,37252.9512968788,1.0556014893926202,0.21845483200002036,Finished86400,37
mid_large,X-n275-k28.vrp,275,28,10,21250.145366637433,22587.63617856428,1.0629403135296522,0.23044971300001293,Finished86400,28
mid_large,X-n280-k17.vrp,280,17,192,33503.46202277754,35422.2610144377,1.0572716631599344,0.3044804530000249,Finished86400,17
mid_large,X-n284-k15.vrp,284,15,109,20236.988928206607,22052.083691655906,1.089691938355483,0.2937857400000041,Finished86400,15
mid_large,X-n289-k60.vrp,289,60,267,95160.55111655206,98423.19473256421,1.0342856738189345,0.4456283539999788,Finished86400,64
mid_large,X-n294-k50.vrp,294,50,285,47172.6649088552,48533.5697205702,1.0288494367308796,0.3126355289999765,Finished86400,52
mid_large,X-n298-k31.vrp,298,31,55,34246.82220867055,36221.06425749709,1.0576474522744685,0.3158818080000003,Finished86400,32
mid_large,X-n303-k21.vrp,303,21,794,21752.126168499934,23666.160179964274,1.087992962004612,0.2540885639999999,Finished86400,21
mid_large,X-n308-k13.vrp,308,13,246,25876.44143591163,28337.004431702957,1.0950889248773028,0.3836305050000135,Finished86400,13
mid_large,X-n313-k71.vrp,313,71,248,94050.10805997287,97694.96498807092,1.0387544151015098,0.5695664760000057,Finished86400,75
mid_large,X-n317-k53.vrp,317,53,6,78377.10731781296,79695.44914728528,1.0168204961191862,0.550832760999981,Finished86400,53
mid_large,X-n322-k28.vrp,322,28,868,29845.918271150993,31760.857068585177,1.0641608269525136,0.29448548900001015,Finished86400,29
mid_large,X-n327-k20.vrp,327,20,128,27542.437966140435,30207.71383644217,1.0967697875394444,0.45438431200000196,Finished86400,20
mid_large,X-n331-k15.vrp,331,15,23,31121.750855683116,33197.17555754995,1.066687273202942,0.44887638099999094,Finished86400,15
mid_large,X-n336-k84.vrp,336,84,203,139117.0985790461,144743.60791567207,1.0404444126142336,0.7293599630000074,Finished86400,90
mid_large,X-n344-k43.vrp,344,43,61,42065.38035936931,44354.507016356365,1.0544183040170036,0.4589334059999999,Finished86400,44
mid_large,X-n351-k40.vrp,351,40,436,25905.70297881667,27276.89629201579,1.0529301719517266,0.4947666490000131,Finished86400,41
