Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,CW_cost,APX,Execution_time,Status
mid_large,X-n303-k21.vrp,303,None,794,21752.126168499934,23666.160179964274,1.087992962004612,0.2567346799999939,Finished
mid_large,X-n308-k13.vrp,308,None,246,25876.44143591163,28337.004431702957,1.0950889248773028,0.37910861599999635,Finished
mid_large,X-n313-k71.vrp,313,None,248,94050.10805997287,97694.96498807092,1.0387544151015098,0.5511681830000157,Finished
mid_large,X-n317-k53.vrp,317,None,6,78377.10731781296,79695.44914728528,1.0168204961191862,0.5439860390000035,Finished
mid_large,X-n322-k28.vrp,322,None,868,29845.918271150993,31760.857068585177,1.0641608269525136,0.29021615700000325,Finished
mid_large,X-n327-k20.vrp,327,None,128,27542.437966140435,30207.71383644217,1.0967697875394444,0.4457774029999939,Finished
mid_large,X-n331-k15.vrp,331,None,23,31121.750855683116,33197.17555754995,1.066687273202942,0.4418862029999957,Finished
mid_large,X-n336-k84.vrp,336,None,203,139117.0985790461,144743.60791567207,1.0404444126142336,0.7111692740000137,Finished
mid_large,X-n344-k43.vrp,344,None,61,42065.38035936931,44354.507016356365,1.0544183040170036,0.43668040700001143,Finished
mid_large,X-n351-k40.vrp,351,None,436,25905.70297881667,27276.89629201579,1.0529301719517266,0.4857293309999875,Finished
mid_large,X-n359-k29.vrp,359,None,68,51511.60553388114,53580.59042215571,1.040165412567343,0.6207434490000026,Finished
mid_large,X-n367-k17.vrp,367,None,218,22836.07733743848,25228.442156267494,1.1047625116817616,0.522446025000022,Finished
mid_large,X-n376-k94.vrp,376,None,4,147733.07228503397,149336.1505839134,1.0108511809446872,1.0157698280000034,Finished
mid_large,X-n384-k52.vrp,384,None,564,65946.66629170375,68597.38278337632,1.0401948520027924,0.8442864049999912,Finished
mid_large,X-n393-k38.vrp,393,None,78,38271.134773791055,40438.90232715315,1.056642364177992,0.6700293650000049,Finished
mid_large,X-n401-k29.vrp,401,None,745,66172.17496367855,68324.09637399418,1.0325200344630776,0.8542445140000154,Finished
mid_large,X-n411-k19.vrp,411,None,216,19730.689427603767,22326.032111789602,1.1315383678664,0.6990342320000025,Finished
mid_large,X-n420-k130.vrp,420,None,18,107812.51082907204,113531.86777635198,1.0530491025883584,1.3871504500000071,Finished
mid_large,X-n429-k61.vrp,429,None,536,65463.639441893916,68405.69298523382,1.044941796215765,1.0249917369999935,Finished
mid_large,X-n439-k37.vrp,439,None,12,36410.2802975995,38691.97754955656,1.062666291863386,0.679911863000001,Finished
mid_large,X-n449-k29.vrp,449,None,777,55248.574990554975,57974.94315222293,1.0493473028423637,1.1504783949999933,Finished
mid_large,X-n459-k26.vrp,459,None,1106,24164.500868571657,26479.170943951318,1.0957880358451815,0.9784908980000182,Finished
mid_large,X-n469-k138.vrp,469,None,256,221832.93170817007,235493.21862630232,1.0615791659648752,2.186071240999979,Finished
mid_large,X-n480-k70.vrp,480,None,52,89474.70661308226,92949.86920218602,1.0388396086519902,1.531247212000011,Finished
mid_large,X-n491-k59.vrp,491,None,428,66495.82315486456,69228.63917623703,1.0410975590904097,1.6460981649999837,Finished
