Size,Instance_Name,Optimal_Cost,Sw_cost,Apx,Execution_time
mid,X-n110-k13.vrp,14971.0,24575.828819177466,1.6415622750101841,0.0004712000081781298
mid,X-n115-k10.vrp,12747.0,27493.9928338913,2.1568991004857065,0.000538399996003136
mid,X-n120-k6.vrp,13332.0,46254.83954342709,3.469459911748207,0.0005202999891480431
mid,X-n125-k30.vrp,55539.0,73654.54398098048,1.3261769924013842,0.0005655999993905425
mid,X-n129-k18.vrp,28940.0,55283.76930421363,1.91028919503157,0.0005609999934677035
mid,X-n134-k13.vrp,10916.0,24651.719147112417,2.2583106584016504,0.0005441999965114519
mid,X-n139-k10.vrp,13590.0,27606.46339476167,2.0313806765829043,0.0005800999933853745
mid,X-n143-k7.vrp,15700.0,51076.71770407302,3.253294121278536,0.0005953000072622672
mid,X-n148-k46.vrp,43448.0,64096.26442644726,1.4752408494394968,0.0006104999920353293
mid,X-n153-k22.vrp,21220.0,36059.87586585358,1.6993343951863138,0.0006413999944925308
mid,X-n157-k13.vrp,16876.0,26424.828200593147,1.565822955711848,0.0006308000010903925
mid,X-n162-k11.vrp,14138.0,29676.303751738636,2.099045391974723,0.000708799998392351
mid,X-n167-k10.vrp,20557.0,63081.35896281501,3.0686072366014012,0.0007206000009318814
mid,X-n172-k51.vrp,45607.0,69385.16123283758,1.5213708692270391,0.0007547999994130805
mid,X-n176-k26.vrp,47812.0,95140.22903426594,1.989881808631012,0.0007764000038150698
mid,X-n181-k23.vrp,25569.0,40559.811800291594,1.5862885447335286,0.000774600004660897
mid,X-n186-k15.vrp,24145.0,58543.511585563756,2.4246639712389215,0.0008672999974805862
mid,X-n190-k8.vrp,16980.0,53539.57275275713,3.1530961574061913,0.0008302000060211867
mid,X-n195-k51.vrp,44225.0,66134.36214899497,1.4954067190275855,0.0009385000012116507
mid,X-n200-k36.vrp,58578.0,80237.17220521842,1.3697492609037252,0.0008645000052638352
mid,X-n204-k19.vrp,19565.0,42485.12116105846,2.1714858758527193,0.0009595000010449439
mid,X-n209-k16.vrp,30656.0,84697.56547624036,2.762838122267757,0.0010881999915000051
mid,X-n214-k11.vrp,10856.0,33548.92452936743,3.0903578232652387,0.0010954000026686117
mid,X-n219-k73.vrp,117595.0,158122.46966402145,1.3446359935713377,0.000955899988184683
mid,X-n223-k34.vrp,40437.0,64182.28110572043,1.5872166853555019,0.0012605999945662916
mid,X-n228-k23.vrp,25742.0,51368.108999099204,1.9954979799199442,0.000996100003249012
mid,X-n233-k16.vrp,19230.0,42957.65082199238,2.2338871982315327,0.0012052999954903498
mid,X-n237-k14.vrp,27042.0,89337.97247769903,3.3036747458656546,0.001173900003777817
mid,X-n242-k48.vrp,82751.0,135668.72988767657,1.6394814550600787,0.0010110000002896413
mid,X-n247-k50.vrp,37274.0,61692.623336893026,1.6551114271849823,0.0011387999984435737
